,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.55,0.14,0.43,0.63,0.38,0.4,0.69,0.69,0.49,0.44,0.71,0.63,0.56,0.39,0.26,0.45,0.21,0.76
decidr.csv,0.51,0.19,0.58,0.64,0.27,0.39,0.73,0.8,0.42,0.52,0.77,0.7,0.65,0.41,0.23,0.42,0.33,0.79
elmo.csv,0.16,0.18,0.07,0.36,0.25,0.23,0.31,0.02,0.2,0.09,0.17,0.12,0.13,0.0,0.17,0.09,0.34,0.14
gpac.csv,0.47,0.14,0.55,0.55,0.4,0.32,0.75,0.79,0.28,0.45,0.7,0.7,0.65,0.41,0.22,0.44,0.33,0.72
illumination.csv,0.0,0.11,0.18,0.21,0.25,0.0,0.55,0.68,0.0,0.48,0.06,0.0,0.0,0.3,0.13,0.42,0.7,0.0
img-browse-sort.csv,0.61,0.13,0.48,0.63,0.33,0.39,0.77,0.72,0.48,0.52,0.59,0.67,0.57,0.39,0.27,0.62,0.32,0.69
jajuk.csv,0.62,0.17,0.57,0.78,0.33,0.44,0.62,0.77,0.5,0.56,0.71,0.66,0.67,0.42,0.24,0.48,0.39,0.79
ktc.csv,0.71,0.2,0.63,0.72,0.36,0.44,0.12,0.72,0.6,0.44,0.62,0.57,0.53,0.27,0.29,0.44,0.26,0.76
miranda.csv,0.52,0.0,0.57,0.31,0.21,0.0,0.41,0.8,0.22,0.42,0.44,0.26,0.65,0.12,0.27,0.0,0.23,0.76
neoengine.csv,0.54,0.14,0.62,0.71,0.34,0.43,0.78,0.8,0.46,0.54,0.72,0.71,0.66,0.41,0.22,0.45,0.34,0.79
nicepress.csv,0.55,0.18,0.56,0.62,0.36,0.37,0.56,0.78,0.55,0.7,0.71,0.68,0.65,0.35,0.25,0.44,0.28,0.78
omseek.csv,0.28,0.0,0.15,0.46,0.15,0.26,0.0,0.47,0.3,0.05,0.22,0.03,0.14,0.26,0.4,0.38,0.22,0.37
rosegarden.csv,0.69,0.14,0.56,0.7,0.33,0.43,0.48,0.61,0.62,0.58,0.6,0.61,0.48,0.37,0.24,0.48,0.08,0.8
smarttag.csv,0.64,0.16,0.55,0.66,0.24,0.44,0.65,0.51,0.48,0.56,0.62,0.59,0.54,0.53,0.21,0.39,0.39,0.7
sylpheed-claws.csv,0.59,0.13,0.56,0.66,0.26,0.41,0.73,0.62,0.45,0.51,0.71,0.68,0.69,0.41,0.2,0.38,0.35,0.79
vapor.csv,0.58,0.0,0.47,0.44,0.29,0.47,0.16,0.0,0.47,0.19,0.5,0.7,0.38,0.27,0.22,0.35,0.0,0.8
zorannt.csv,0.45,0.19,0.25,0.59,0.47,0.33,0.64,0.44,0.25,0.23,0.46,0.67,0.62,0.39,0.27,0.45,0.47,0.65
zscreen.csv,0.63,0.13,0.59,0.64,0.31,0.47,0.72,0.66,0.52,0.54,0.71,0.7,0.6,0.45,0.25,0.39,0.36,0.8
