,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.7,0.67,0.68,0.66,0.46,0.76,0.5,0.61,0.57,0.72,0.86,0.75,0.58,0.91,0.53,0.6,0.8,0.86
decidr.csv,0.63,0.55,0.55,0.56,0.7,0.9,0.83,1.0,0.87,0.97,0.35,0.98,1.0,0.93,0.7,0.95,0.79,0.97
elmo.csv,0.92,0.55,0.96,0.76,0.83,0.82,0.84,0.99,0.86,0.95,0.9,0.93,0.93,1.0,0.85,0.95,0.67,0.94
gpac.csv,0.66,0.94,0.55,0.62,0.43,0.82,0.79,0.9,0.78,0.67,0.84,0.42,0.96,0.83,0.63,0.59,0.78,0.91
illumination.csv,1.0,0.95,0.89,0.88,0.92,1.0,0.96,0.72,1.0,0.86,0.97,1.0,1.0,0.81,0.81,0.95,0.22,1.0
img-browse-sort.csv,0.5,0.8,0.61,0.48,0.53,0.71,0.39,0.81,0.54,0.59,0.61,0.63,0.71,0.82,0.53,0.36,0.77,0.69
jajuk.csv,0.68,0.58,0.65,0.29,0.61,0.64,0.62,0.68,0.54,0.49,0.92,0.87,0.6,1.0,0.6,0.6,0.62,0.77
ktc.csv,0.35,0.63,0.44,0.38,0.49,0.56,0.94,0.56,0.42,0.67,0.55,0.68,0.6,0.78,0.49,0.77,0.74,0.45
miranda.csv,0.6,1.0,0.5,0.81,0.87,1.0,0.74,1.0,0.84,0.65,0.7,0.84,1.0,0.93,0.55,1.0,0.78,0.47
neoengine.csv,0.56,0.96,0.44,0.45,0.52,0.89,0.43,0.92,0.56,0.64,0.67,0.98,0.89,0.7,0.75,0.74,0.8,0.97
nicepress.csv,0.57,0.7,0.87,0.71,0.49,0.65,0.64,0.92,0.47,0.32,0.59,0.92,0.95,0.7,0.63,0.7,0.71,0.84
omseek.csv,0.83,1.0,0.92,0.68,0.91,0.81,1.0,0.68,0.82,0.97,0.87,0.98,0.92,0.79,0.39,0.64,0.83,0.77
rosegarden.csv,0.43,0.67,0.94,0.5,0.54,0.68,0.67,0.6,0.37,0.47,0.76,0.59,0.65,0.67,0.6,0.66,0.95,0.66
smarttag.csv,0.65,0.64,0.89,0.51,0.9,0.66,0.69,0.66,0.58,0.49,0.65,0.7,0.6,0.46,0.68,0.65,0.7,0.6
sylpheed-claws.csv,0.89,1.0,0.91,0.95,0.94,1.0,1.0,0.67,0.92,1.0,0.85,0.58,0.42,0.95,1.0,1.0,0.97,0.98
vapor.csv,0.98,1.0,0.62,0.81,0.75,0.52,0.91,1.0,0.66,0.89,0.8,0.85,0.74,0.8,0.72,0.71,1.0,1.0
zorannt.csv,0.66,0.55,0.85,0.53,0.37,0.72,0.61,0.73,0.82,0.85,0.69,0.57,0.52,0.63,0.54,0.54,0.48,0.7
zscreen.csv,0.6,0.81,0.53,0.76,0.59,0.6,0.42,0.56,0.56,0.71,0.8,0.83,0.61,0.65,0.58,0.88,0.7,0.89
