,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.26,0.61,0.67,0.5,0.48,0.08,0.31,0.32,0.62,0.18,0.73,0.0,0.49,0.35,0.47,0.77,1.0,0.49,0.0
fityk.csv,0.84,0.68,0.54,0.5,0.18,0.57,0.62,0.3,0.75,0.52,0.55,1.0,0.66,0.4,0.2,0.98,0.28,0.49,0.0
ivataopenportal.csv,0.26,0.22,0.26,0.62,0.55,0.98,0.62,0.58,0.25,0.61,0.73,1.0,0.37,0.4,0.6,0.52,0.52,0.54,1.0
lcfizvtop.csv,0.11,0.4,0.36,0.12,0.7,0.05,0.64,0.55,0.56,0.15,1.0,0.0,0.29,0.1,0.4,0.18,0.27,0.14,0.0
lite.csv,0.0,0.09,0.25,0.25,0.16,0.18,0.12,0.32,0.19,0.16,0.09,0.0,0.0,0.3,1.0,0.11,0.03,0.34,1.0
onotoa.csv,0.84,0.36,0.53,0.69,0.57,0.75,0.36,1.0,0.5,0.46,0.36,0.0,0.14,0.38,0.53,0.3,0.25,0.29,0.0
openwbem.csv,1.0,0.95,0.66,0.94,0.9,0.97,0.95,0.95,0.81,0.96,0.82,1.0,0.77,0.92,0.73,0.84,0.83,0.83,1.0
orc.csv,0.11,0.1,0.03,0.94,0.3,0.23,0.74,0.35,0.06,0.2,0.0,0.0,0.0,0.22,0.2,0.05,0.36,0.0,0.0
plato.csv,0.32,0.65,0.64,0.5,0.77,0.75,0.98,0.78,0.62,0.82,0.82,1.0,0.91,0.7,0.73,0.5,0.73,0.77,0.0
rodin-b-sharp.csv,0.26,0.15,0.45,0.19,0.27,0.16,0.29,0.19,0.0,0.99,0.0,1.0,0.0,0.32,0.07,0.09,0.2,0.2,0.0
ta3d.csv,0.74,0.81,0.62,0.75,0.78,0.92,0.55,0.76,0.88,0.63,0.82,1.0,0.91,0.62,0.93,0.93,0.86,0.97,1.0
tycho.csv,0.37,0.46,0.51,0.75,0.46,0.9,0.74,0.54,0.5,0.58,0.45,1.0,1.0,0.45,0.67,0.43,0.61,0.49,0.0
umber.csv,0.95,0.3,0.36,0.44,0.14,0.47,0.38,0.42,0.44,0.57,0.36,1.0,0.37,0.42,0.27,0.34,0.53,0.49,1.0
vienna-add-in.csv,0.89,0.49,0.7,0.75,1.0,0.47,0.48,0.76,0.62,0.56,0.27,1.0,0.54,0.55,0.33,0.57,0.5,0.94,0.0
wpdev.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xcmetadataservicestoolkit.csv,0.84,0.56,0.49,0.19,0.4,0.46,0.24,0.42,0.44,0.29,0.09,1.0,0.26,1.0,0.27,0.25,0.44,0.77,1.0
yarp0.csv,0.42,0.35,0.38,0.88,0.58,0.62,0.6,0.45,1.0,0.43,0.55,0.0,0.11,0.7,0.87,0.45,0.72,0.0,0.0
