,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.15,0.38,0.99,0.08,0.63,0.39,0.72,0.75,0.37,0.28,0.33,0.0,0.68,0.74,0.5,0.69,1.0,0.71,0.0
fityk.csv,0.59,0.34,0.97,0.11,0.47,0.56,0.84,0.81,0.32,0.41,0.15,0.02,0.53,0.8,0.2,1.0,0.53,0.65,0.0
ivataopenportal.csv,0.18,0.39,1.0,0.15,0.67,0.98,0.84,0.83,0.2,0.38,0.23,0.09,0.57,0.64,0.26,0.61,0.72,0.76,0.02
lcfizvtop.csv,0.04,0.43,0.98,0.03,0.6,0.67,0.87,0.8,0.6,0.23,0.92,0.0,0.62,0.5,0.17,0.62,0.65,0.83,0.0
lite.csv,0.0,0.48,1.0,0.31,0.87,0.57,1.0,0.83,0.38,0.32,0.07,0.0,0.0,0.86,1.0,0.45,0.29,0.8,0.11
onotoa.csv,0.33,0.32,0.99,0.14,0.75,0.48,0.75,0.99,0.24,0.33,0.11,0.0,1.0,0.79,0.21,0.65,0.55,0.67,0.0
openwbem.csv,0.27,0.99,0.98,0.13,0.69,0.52,0.83,0.84,0.3,0.37,0.17,0.02,0.55,0.73,0.28,0.69,0.63,0.67,0.01
orc.csv,0.06,0.47,1.0,1.0,0.62,0.48,0.82,0.87,0.5,0.28,0.0,0.0,0.0,0.56,0.17,1.0,0.82,0.0,0.0
plato.csv,0.11,0.32,0.98,0.06,0.65,0.5,1.0,0.83,0.31,0.39,0.19,0.02,0.57,0.7,0.24,0.71,0.67,0.63,0.0
rodin-b-sharp.csv,0.83,0.28,1.0,0.23,0.85,0.72,0.86,0.82,0.0,1.0,0.0,0.08,0.0,0.76,0.33,0.44,0.54,0.78,0.0
ta3d.csv,0.32,0.38,0.99,0.08,0.68,0.53,0.79,0.8,0.33,0.29,0.19,0.02,0.54,0.66,0.3,0.72,0.7,1.0,0.01
tycho.csv,0.14,0.42,0.97,0.14,0.67,0.51,0.86,0.8,0.27,0.35,0.15,0.04,1.0,0.69,0.31,0.63,0.74,0.71,0.0
umber.csv,1.0,0.34,0.96,0.12,0.8,0.48,0.8,0.91,0.29,0.5,0.16,0.06,0.87,0.81,0.36,0.58,0.6,0.81,0.01
vienna-add-in.csv,0.53,0.42,1.0,0.09,0.99,0.53,0.83,0.84,0.42,0.44,0.16,0.03,0.58,0.79,0.26,0.6,0.59,0.73,0.0
wpdev.csv,0.26,0.36,1.0,0.1,0.67,0.51,0.83,0.82,0.3,0.36,0.19,0.02,0.56,0.73,0.27,0.67,0.67,0.69,0.01
xcmetadataservicestoolkit.csv,0.38,0.3,0.99,0.04,0.8,0.54,0.83,0.84,0.3,0.39,0.06,0.04,0.6,0.98,0.27,0.5,0.6,0.71,0.01
yarp0.csv,0.16,0.53,0.98,0.18,0.62,0.53,0.76,0.85,1.0,0.3,0.16,0.0,0.57,0.68,0.27,0.71,0.68,0.0,0.0
