,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.53,0.57,0.5,0.65,0.56,0.13,0.62,0.5,0.45,0.27,0.33,0.42,0.29,0.33,0.17,0.68,0.0,0.44,0.44
fityk.csv,0.2,0.74,1.0,0.46,0.41,0.47,0.62,0.31,0.66,0.44,0.69,0.66,0.71,0.27,0.29,0.0,0.47,0.56,0.7
ivataopenportal.csv,0.42,0.19,0.0,0.41,0.56,0.02,0.62,0.56,0.42,0.56,0.56,0.17,0.36,0.6,0.61,0.68,0.38,0.38,0.56
lcfizvtop.csv,0.87,0.3,0.5,0.41,0.95,0.03,0.5,0.62,0.16,0.29,0.02,0.2,0.21,0.27,0.73,0.23,0.26,0.06,0.5
lite.csv,0.05,0.05,0.0,0.06,0.05,0.14,0.0,0.31,0.13,0.19,0.27,0.19,0.0,0.13,0.0,0.27,0.15,0.19,0.08
onotoa.csv,0.58,0.43,0.5,0.5,0.39,0.87,0.62,0.06,0.66,0.53,0.69,0.22,0.0,0.27,0.76,0.32,0.38,0.31,0.22
openwbem.csv,0.93,0.01,1.0,0.74,0.8,0.96,1.0,0.81,0.82,0.93,0.92,0.95,0.79,0.93,0.71,0.77,0.91,0.88,0.65
orc.csv,0.53,0.06,0.0,0.0,0.37,0.27,0.88,0.25,0.03,0.29,0.04,0.02,0.04,0.47,0.37,0.0,0.15,0.0,0.04
plato.csv,0.87,0.78,1.0,0.85,0.85,0.78,0.0,0.75,0.58,0.74,0.79,0.75,0.86,0.8,0.85,0.41,0.68,1.0,0.67
rodin-b-sharp.csv,0.02,0.21,0.0,0.07,0.1,0.07,0.25,0.19,0.11,0.0,0.06,0.2,0.0,0.27,0.05,0.23,0.32,0.12,0.03
ta3d.csv,0.55,0.74,0.5,0.98,0.73,0.87,0.75,0.88,0.76,0.87,0.79,0.66,0.96,0.87,0.78,0.73,0.71,0.0,0.76
tycho.csv,0.8,0.36,1.0,0.53,0.46,0.9,0.62,0.62,0.58,0.6,0.58,0.37,0.0,0.53,0.54,0.5,0.41,0.44,0.63
umber.csv,0.0,0.33,1.0,0.38,0.07,0.54,0.5,0.19,0.45,0.33,0.44,0.25,0.07,0.27,0.17,0.5,0.68,0.25,0.71
vienna-add-in.csv,0.27,0.38,0.0,0.87,0.02,0.44,0.5,0.69,0.37,0.41,0.33,0.59,0.5,0.4,0.34,0.77,0.65,0.75,0.75
wpdev.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.94,1.0,1.0
xcmetadataservicestoolkit.csv,0.47,0.72,0.5,0.54,0.2,0.42,0.25,0.38,0.42,0.25,0.31,0.46,0.21,0.07,0.27,0.5,0.56,0.69,0.92
yarp0.csv,0.76,0.17,0.5,0.46,0.73,0.58,1.0,0.38,0.0,0.56,0.65,0.49,0.11,0.87,0.88,0.36,0.65,0.06,0.41
