,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.5,0.51,0.46,0.4,0.4,0.96,0.44,0.5,0.44,0.74,0.5,0.48,0.4,0.58,0.64,0.39,0.44,0.42,0.49
fityk.csv,0.56,0.6,0.6,0.49,0.81,0.48,0.42,0.63,0.51,0.55,0.54,0.5,0.58,0.65,0.73,0.44,0.76,0.69,0.36
ivataopenportal.csv,0.71,0.92,0.75,0.57,0.55,0.57,0.48,0.44,0.5,0.5,0.43,0.91,0.52,0.56,0.41,0.42,0.5,0.4,0.41
lcfizvtop.csv,0.46,0.65,0.65,0.63,0.42,0.89,0.55,0.57,0.67,0.88,0.75,0.83,0.88,0.88,0.53,0.92,0.85,0.83,0.42
lite.csv,0.67,0.97,0.6,0.92,0.93,0.77,0.8,0.55,0.88,0.86,0.93,0.82,0.0,0.57,0.67,0.91,0.86,0.47,0.89
onotoa.csv,0.5,0.86,0.61,0.51,0.57,0.52,0.7,0.39,0.58,0.54,0.59,0.92,0.8,0.79,0.51,0.9,0.62,0.8,0.96
openwbem.csv,0.34,0.64,0.53,0.37,0.46,0.44,0.44,0.37,0.45,0.41,0.4,0.35,0.49,0.35,0.45,0.39,0.42,0.47,0.41
orc.csv,0.71,0.98,0.75,0.93,0.62,0.98,0.5,0.8,0.5,0.99,0.5,0.0,0.0,0.81,0.78,0.5,0.89,0.0,0.75
plato.csv,0.43,0.64,0.53,0.35,0.49,0.53,0.46,0.41,0.56,0.47,0.47,0.42,0.45,0.38,0.39,0.65,0.5,0.47,0.42
rodin-b-sharp.csv,0.83,0.99,0.74,0.92,0.96,0.96,0.79,0.94,0.75,0.68,0.67,0.85,0.0,0.76,0.67,0.89,0.96,0.89,0.67
ta3d.csv,0.41,0.49,0.38,0.3,0.42,0.45,0.45,0.34,0.44,0.4,0.45,0.38,0.42,0.37,0.37,0.37,0.38,0.41,0.33
tycho.csv,0.47,0.75,0.53,0.45,0.47,0.47,0.44,0.46,0.53,0.53,0.55,0.61,0.54,0.54,0.44,0.57,0.53,0.54,0.43
umber.csv,0.61,0.83,0.86,0.57,0.93,0.61,0.85,0.59,0.54,0.6,0.88,0.81,0.67,0.62,0.82,0.81,0.46,0.57,0.32
vienna-add-in.csv,0.47,0.65,0.38,0.32,0.52,0.55,0.46,0.39,0.54,0.57,0.95,0.39,0.58,0.46,0.79,0.48,0.5,0.38,0.35
wpdev.csv,0.34,0.49,0.39,0.29,0.4,0.43,0.39,0.34,0.39,0.38,0.39,0.36,0.4,0.33,0.36,0.35,0.35,0.41,0.28
xcmetadataservicestoolkit.csv,0.45,0.7,0.72,0.55,0.63,0.56,0.75,0.54,0.57,0.76,0.94,0.64,0.87,0.39,0.8,0.86,0.53,0.53,0.29
yarp0.csv,0.44,0.6,0.52,0.46,0.41,0.53,0.48,0.59,0.62,0.52,0.54,0.45,0.86,0.37,0.41,0.43,0.44,0.0,0.5
