,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,6.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,30.0
beast-mcmc.csv,0.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,11.0,1.0,3.0,0.0,0.0,65.0
bigdata.csv,5.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0
codesmith.csv,4.0,1.0,12.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,5.0,3.0,8.0,0.0,3.0,0.0,1.0,7.0
coot.csv,11.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,35.0,0.0,3.0,0.0,1.0,2.0
cuberok.csv,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,5.0,12.0,1.0,4.0,0.0,2.0,65.0
icescrum.csv,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0
jbasic.csv,8.0,6.0,15.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,31.0
jrefactory.csv,3.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,2.0,7.0
jsecurity.csv,17.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,2.0,4.0,0.0,0.0,16.0
kolmafia.csv,3.0,0.0,9.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,5.0,1.0,1.0,0.0,49.0
libopenmetaverse.csv,9.0,0.0,11.0,1.0,0.0,0.0,6.0,0.0,10.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,22.0
mevenide.csv,4.0,0.0,11.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,42.0
mobicents.csv,9.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0
opendvr.csv,44.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,34.0
power-architect.csv,5.0,0.0,10.0,1.0,0.0,0.0,4.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,10.0
sidekar.csv,4.0,13.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,12.0
ta3d.csv,9.0,1.0,29.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0
thedata.csv,23.0,2.0,3.0,0.0,0.0,3.0,56.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,2.0,4.0,0.0,0.0
