,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.42,0.61,0.67,0.33,0.12,0.5,0.31,0.58,0.17
e-bio-flow.csv,0.21,0.12,0.85,0.14,0.18,0.31,0.59,0.18,0.08
jmoney.csv,0.72,0.47,0.89,0.2,0.19,0.24,0.37,0.88,0.11
jmonkeyengine.csv,0.18,0.39,0.67,0.32,0.22,0.54,0.32,0.32,0.06
jsidplay2.csv,0.4,0.34,0.91,0.23,0.15,0.25,0.41,0.56,0.07
matrex.csv,0.61,1.0,0.88,0.48,0.19,0.12,0.39,0.85,0.0
piccolo2d.csv,0.76,0.62,0.96,0.36,0.34,0.38,0.44,0.71,0.25
reaper3d.csv,0.55,0.5,0.8,0.32,0.13,0.26,0.33,0.57,0.18
sblim.csv,0.18,0.7,0.67,0.54,0.38,0.44,0.36,0.36,0.04
