,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.68,0.71,0.31,0.67,0.35,0.13,0.39,0.68,0.54
e-bio-flow.csv,0.18,0.05,0.67,0.37,0.64,0.47,0.68,0.05,0.59
jmoney.csv,0.89,0.77,0.68,0.52,0.72,0.36,0.52,0.25,0.62
jmonkeyengine.csv,0.27,0.61,0.27,0.75,0.5,0.73,0.44,0.14,0.46
jsidplay2.csv,0.65,0.24,0.8,0.44,0.27,0.34,0.58,0.65,0.51
matrex.csv,0.71,0.35,0.41,0.7,0.35,0.07,0.41,0.83,0.0
piccolo2d.csv,0.69,0.23,0.42,0.41,0.87,0.37,0.52,0.61,0.15
reaper3d.csv,0.63,0.61,0.55,0.67,0.27,0.32,0.47,0.26,0.83
sblim.csv,0.18,0.3,0.04,0.85,0.43,0.26,0.2,0.09,0.14
