,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.53,0.51,0.5,0.49,0.52,0.33,0.52,0.42
jicarilla.csv,0.75,0.9,0.84,0.92,0.0,0.5,0.0,0.67
optalgtoolkit.csv,0.59,0.56,0.69,0.46,0.45,0.61,0.47,0.56
ossim.csv,0.94,0.67,0.0,0.93,0.0,0.0,0.0,0.0
projectts.csv,0.64,0.46,0.67,0.54,0.44,0.35,0.64,0.46
sabbu.csv,0.52,0.67,0.93,0.62,0.51,0.85,0.78,0.76
vxl.csv,0.81,0.91,0.77,0.98,0.94,0.5,0.59,0.82
zact.csv,0.8,0.0,0.0,0.93,0.86,0.0,0.0,0.4
