,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.79,0.53,0.92,0.69,0.02,0.86
chaperon.csv,0.98,0.98,1.0,0.0,1.0,0.98
mule.csv,0.03,0.89,0.86,1.0,0.82,0.86
nunit.csv,0.73,0.78,0.83,1.01,0.67,0.05
springside.csv,0.58,0.06,0.75,0.66,0.59,0.71
swtfox.csv,0.69,0.92,0.0,0.85,0.77,0.83
