,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.51,0.26,0.25,0.75
jajuk.csv,0.76,0.22,0.33,0.73
vapor.csv,0.42,0.15,0.38,0.73
zorannt.csv,0.62,0.38,0.29,0.71
