,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.74,0.35,0.54,0.45
jajuk.csv,0.21,0.56,0.58,0.59
vapor.csv,0.82,0.63,0.28,0.08
zorannt.csv,0.31,0.18,0.42,0.63
