,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,3.0,1.0,0.0,20.0,3.0,2.0,0.0
gstreamer.csv,1.0,0.0,0.0,6.0,8.0,0.0,0.0
ifmo-game-1.csv,0.0,55.0,6.0,1.0,1.0,3.0,0.0
pi-qmc.csv,8.0,0.0,1.0,10.0,0.0,0.0,0.0
quarkplusplus.csv,19.0,0.0,1.0,0.0,0.0,2.0,0.0
xapian.csv,7.0,1.0,0.0,0.0,3.0,0.0,0.0
zemljanka.csv,5.0,4.0,0.0,1.0,7.0,3.0,0.0
