,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.68,0.66,0.66,0.95,0.86,0.72,0.97
gstreamer.csv,0.47,0.56,0.49,0.62,0.52,0.45,0.48
ifmo-game-1.csv,0.86,0.0,0.97,0.5,0.5,0.97,0.91
pi-qmc.csv,0.45,0.5,0.49,0.59,0.55,0.47,0.39
quarkplusplus.csv,0.57,0.67,0.62,0.93,0.93,0.72,0.61
xapian.csv,0.59,0.55,0.59,0.84,0.8,0.6,0.53
zemljanka.csv,0.46,0.52,0.42,0.39,0.42,0.39,0.45
