,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.71,0.71,0.97,0.08,0.5,0.34,0.16
gstreamer.csv,0.86,0.46,0.54,0.54,0.55,0.99,0.42
ifmo-game-1.csv,1.0,0.0,0.13,0.04,0.05,0.08,0.05
pi-qmc.csv,0.71,0.62,0.39,0.38,0.95,0.53,0.71
quarkplusplus.csv,0.43,1.0,0.36,0.35,0.32,0.29,0.26
xapian.csv,0.57,0.67,0.69,0.96,0.27,0.52,0.78
zemljanka.csv,1.0,0.92,1.0,1.0,1.0,0.97,1.0
