,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.68,0.69,0.97,0.1,0.54,0.38,0.19
gstreamer.csv,0.78,0.5,0.54,0.56,0.58,0.99,0.45
ifmo-game-1.csv,1.0,0.0,0.16,0.05,0.06,0.1,0.06
pi-qmc.csv,0.67,0.61,0.43,0.42,0.96,0.56,0.49
quarkplusplus.csv,0.46,1.0,0.4,0.4,0.37,0.33,0.3
xapian.csv,0.59,0.64,0.6,0.97,0.31,0.51,0.61
zemljanka.csv,0.17,0.0,0.05,0.0,0.09,0.05,1.0
