,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.5,0.62,0.67,0.57,0.16,0.44,0.16,0.72,0.81,0.79,0.7,0.05,0.33,0.21,0.46,0.33,0.78,0.36
bscwweasel.csv,0.58,0.67,0.71,0.6,0.3,0.39,0.23,0.74,0.71,0.72,0.66,0.26,0.77,0.12,0.28,0.49,0.76,0.47
capcode.csv,0.45,0.5,0.6,0.46,0.14,0.44,0.32,0.69,0.72,0.8,0.59,0.04,0.3,0.12,0.38,0.28,0.75,0.4
dspace-gsoc.csv,0.58,0.49,0.58,0.71,0.11,0.27,0.14,0.65,0.75,0.83,0.81,0.02,0.21,0.19,0.43,0.22,0.72,0.27
emite.csv,0.61,0.54,0.33,0.69,0.09,0.5,0.05,0.65,0.79,0.74,0.63,0.0,0.45,0.38,0.58,0.28,0.76,0.29
fbmanager.csv,0.76,0.47,0.76,0.8,0.27,0.48,0.17,0.71,0.7,0.74,0.63,0.08,0.44,0.17,0.0,0.23,0.81,0.44
freenet.csv,0.47,0.35,0.57,0.53,0.13,0.37,0.16,0.76,0.74,0.82,0.62,0.04,0.28,0.17,0.38,0.25,0.75,0.3
geogebra.csv,0.82,1.0,0.73,0.81,0.24,0.35,0.21,0.69,0.7,0.81,0.7,0.08,0.58,0.25,0.5,0.45,0.72,0.47
megameknet.csv,0.51,0.48,0.67,0.6,0.21,0.29,0.14,0.71,0.65,0.87,0.65,0.01,0.38,0.16,0.45,0.24,0.75,0.48
ondex.csv,0.63,1.0,0.77,0.75,0.13,0.29,0.11,0.79,0.71,0.82,0.71,0.02,0.53,0.28,0.47,0.43,0.92,0.36
onotoa.csv,0.55,0.67,0.88,0.78,0.09,0.19,0.21,0.8,0.78,0.88,0.73,0.0,0.52,0.17,0.44,0.42,0.88,0.28
paintown.csv,0.78,0.49,0.62,0.59,0.13,0.32,0.13,0.69,0.72,0.8,0.71,0.05,0.23,0.17,0.41,0.22,0.69,0.3
powerfolder.csv,0.75,0.47,0.71,0.62,0.13,0.45,0.07,0.75,0.7,0.84,0.8,0.33,0.22,0.29,0.4,0.28,0.92,0.5
retromenu.csv,0.83,0.86,0.78,0.79,0.26,0.67,0.16,0.82,0.76,0.86,1.0,0.25,0.71,0.36,0.6,0.41,0.82,0.65
smbopensoft.csv,0.42,0.82,0.61,0.6,0.12,0.27,0.09,0.64,0.77,0.82,0.68,0.04,0.24,0.19,0.47,0.21,0.72,0.34
triplea.csv,0.58,0.51,0.81,0.65,0.14,0.32,0.13,0.66,0.79,0.84,0.67,0.05,0.28,0.2,0.45,0.26,0.65,0.32
tweetsharp.csv,0.56,0.42,0.48,1.0,0.12,0.33,0.2,0.57,0.73,0.8,0.64,0.01,0.17,0.16,0.45,0.17,0.89,0.25
xamj.csv,0.54,0.64,0.7,0.58,0.11,0.36,0.15,0.65,0.74,0.82,0.64,0.07,0.23,0.14,0.46,0.35,0.73,0.58
