,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.2,0.47,0.14,0.15,0.42,0.98,0.0,0.21,0.05,0.55,0.41,0.23,0.58,0.2,0.24,0.05,0.05
codepurge.csv,0.43,0.56,0.21,0.26,0.34,0.44,0.2,0.56,0.26,0.5,0.44,0.17,0.58,0.96,0.18,0.39,0.08
fontforge.csv,0.25,0.27,0.41,0.2,0.25,0.46,0.2,0.96,0.17,0.44,0.39,0.05,0.35,0.15,0.16,0.42,0.18
gmerlin.csv,0.2,0.51,0.42,0.45,0.08,0.37,0.25,0.48,0.16,0.46,0.48,0.35,0.28,0.11,0.17,0.98,0.11
hatari.csv,0.52,0.59,0.97,0.5,0.68,0.55,0.1,0.41,0.25,0.55,0.76,0.18,0.61,0.29,0.18,0.3,0.21
jaolt.csv,0.56,0.47,0.53,0.42,0.38,0.36,0.17,0.59,0.34,0.35,0.73,0.11,0.98,0.2,0.25,0.38,0.33
jcl.csv,0.2,0.52,0.06,0.12,0.04,0.11,0.0,0.0,0.11,0.45,0.07,0.16,0.22,0.05,1.0,0.06,0.17
ltp.csv,0.44,0.32,0.41,0.3,0.99,0.45,0.0,0.4,0.1,0.6,0.49,0.1,0.53,0.27,0.2,0.39,0.26
mia.csv,0.58,0.39,0.33,0.32,0.8,0.28,0.17,0.21,0.17,0.67,0.31,0.88,0.1,0.22,0.22,0.46,0.05
net-snmp.csv,0.99,0.54,0.23,0.42,0.44,0.48,0.06,0.63,0.25,0.38,0.71,0.29,0.67,0.22,0.29,0.42,0.25
opde.csv,0.57,0.43,0.59,0.92,0.67,0.46,0.09,0.55,0.24,0.31,0.64,0.17,0.65,0.27,0.27,0.35,0.16
oppna-program-hsatools.csv,0.64,0.47,0.55,0.49,0.81,0.55,0.05,0.55,0.23,0.6,1.0,0.16,0.83,0.31,0.22,0.41,0.31
powerfolder-.csv,0.2,0.97,0.06,0.19,0.13,0.29,0.67,0.38,0.29,0.41,0.49,0.09,0.31,0.07,0.24,0.17,0.0
qlc.csv,0.0,0.38,0.0,0.12,0.0,0.2,0.4,0.0,0.94,0.17,0.09,0.19,0.22,0.31,0.2,0.0,0.0
quantlib.csv,0.51,0.43,0.29,0.24,0.05,0.48,0.17,0.54,0.22,0.36,0.75,0.3,0.72,0.24,0.22,0.13,1.0
tcl.csv,0.3,0.19,0.25,0.27,0.47,0.22,0.0,0.45,0.12,0.97,0.35,0.07,0.21,0.04,0.16,0.11,0.05
