,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.18,0.59,0.12,0.14,0.35,0.97,0.0,0.15,0.07,0.56,0.31,0.53,0.49,0.2,0.47,0.04,0.05
codepurge.csv,0.41,0.74,0.17,0.24,0.28,0.38,0.97,0.61,0.32,0.49,0.33,0.37,0.49,0.93,0.25,0.47,0.1
fontforge.csv,0.23,0.33,0.35,0.19,0.19,0.47,0.97,0.93,0.2,0.44,0.28,0.13,0.26,0.2,0.33,0.42,0.24
gmerlin.csv,0.18,0.62,0.33,0.41,0.06,0.37,0.97,0.49,0.26,0.46,0.37,0.55,0.21,0.1,0.39,0.98,0.1
hatari.csv,0.52,0.69,0.97,0.6,0.6,0.56,0.89,0.44,0.56,0.53,0.67,0.58,0.51,0.33,0.49,0.26,0.29
jaolt.csv,0.59,0.61,0.51,0.47,0.29,0.31,0.96,0.55,0.59,0.32,0.64,0.39,0.97,0.2,0.33,0.42,0.46
jcl.csv,0.15,0.44,0.04,0.1,0.02,0.07,0.0,0.0,0.13,0.45,0.05,0.26,0.15,0.05,1.0,0.04,0.15
ltp.csv,0.43,0.43,0.43,0.32,0.98,0.49,0.0,0.43,0.2,0.58,0.39,0.25,0.44,0.49,0.46,0.38,0.37
mia.csv,0.09,0.3,0.35,0.32,0.32,0.27,0.96,0.15,0.32,0.35,0.24,0.82,0.06,0.2,0.55,0.13,0.05
net-snmp.csv,0.98,0.7,0.2,0.47,0.37,0.5,0.8,0.57,0.56,0.36,0.61,0.74,0.58,0.42,0.59,0.51,0.41
opde.csv,0.6,0.59,0.6,0.9,0.57,0.48,0.88,0.59,0.58,0.27,0.51,0.47,0.57,0.55,0.68,0.38,0.24
oppna-program-hsatools.csv,0.61,0.61,0.57,0.47,0.42,0.61,0.6,0.0,0.47,0.38,1.0,0.45,0.35,0.56,0.42,0.51,0.44
powerfolder-.csv,0.15,0.95,0.04,0.15,0.09,0.25,1.0,0.33,0.32,0.35,0.39,0.13,0.23,0.05,0.61,0.14,0.0
qlc.csv,0.0,0.43,0.0,0.1,0.0,0.17,0.99,0.0,0.91,0.12,0.06,0.26,0.15,0.25,0.17,0.0,0.0
quantlib.csv,0.44,0.49,0.2,0.23,0.04,0.5,0.96,0.58,0.32,0.32,0.49,0.63,0.45,0.25,0.0,0.11,1.0
tcl.csv,0.26,0.19,0.2,0.28,0.39,0.18,0.0,0.42,0.2,0.97,0.26,0.25,0.15,0.05,0.17,0.07,0.05
