,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.25,0.36,0.28,0.29,0.54,0.01,0.46,0.06,0.17,0.52,0.0,0.28,0.24,0.09,0.29,0.17,0.2
codepurge.csv,0.27,0.46,0.14,0.2,0.51,0.12,0.15,0.55,0.13,0.38,0.13,0.27,0.24,0.0,0.17,0.38,0.26
fontforge.csv,0.29,0.35,0.17,0.27,0.34,0.32,0.15,0.0,0.13,0.42,0.09,0.37,0.07,0.17,0.32,0.2,0.27
gmerlin.csv,0.24,0.34,0.03,0.13,0.12,0.32,0.12,0.35,0.25,0.45,0.09,0.14,0.21,0.07,0.38,0.0,0.12
hatari.csv,0.31,0.26,0.03,0.51,0.46,0.27,0.37,0.48,0.44,0.68,0.04,0.53,0.17,0.12,0.68,0.11,0.28
jaolt.csv,0.47,0.69,0.28,0.38,0.21,0.18,0.19,0.77,0.26,0.3,0.17,0.61,0.03,0.09,0.14,0.29,0.27
jcl.csv,0.06,0.04,0.06,0.11,0.03,0.01,0.1,0.1,0.15,0.48,0.0,0.16,0.03,0.09,0.0,0.02,0.08
ltp.csv,0.29,0.5,0.5,0.31,0.02,0.44,0.48,0.52,0.33,0.3,0.17,0.32,0.28,0.32,0.38,0.2,0.31
mia.csv,0.98,0.03,0.58,0.27,0.91,0.26,0.19,0.03,0.32,0.9,0.52,0.0,0.07,0.06,0.75,0.97,0.2
net-snmp.csv,0.0,0.42,0.25,0.36,0.41,0.38,0.56,0.77,0.45,0.42,0.3,0.37,0.31,0.33,0.33,0.44,0.42
opde.csv,0.63,0.57,0.67,0.02,0.61,0.36,0.4,0.52,0.53,0.28,0.48,0.39,0.34,0.41,0.67,0.29,0.35
oppna-program-hsatools.csv,0.73,0.69,0.67,0.82,0.87,0.47,0.77,1.0,0.83,0.88,0.0,0.84,0.9,0.33,0.87,0.7,0.84
powerfolder-.csv,0.1,0.0,0.11,0.07,0.16,0.19,0.02,0.19,0.1,0.2,0.17,0.14,0.1,0.02,0.6,0.15,0.04
qlc.csv,0.0,0.27,0.0,0.16,0.0,0.17,0.06,0.0,0.0,0.1,0.13,0.11,0.03,0.02,0.04,0.0,0.03
quantlib.csv,0.12,0.27,0.0,0.24,0.14,0.75,0.19,0.55,0.19,0.28,0.78,0.25,0.83,0.09,1.0,0.18,0.0
tcl.csv,0.22,0.23,0.17,0.29,0.35,0.17,0.15,0.23,0.24,0.02,0.22,0.52,0.1,0.14,0.09,0.05,0.17
