,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.95,0.47,0.92,0.88,0.55,0.54,0.71,0.8,0.95,0.34,0.75,0.71,0.55,0.94,0.64,0.92,0.95
codepurge.csv,0.55,0.37,0.89,0.71,0.58,0.74,0.78,0.3,0.9,0.36,0.68,0.63,0.5,0.95,0.8,0.46,0.74
fontforge.csv,0.74,0.57,0.67,0.62,0.88,0.53,0.67,0.55,0.94,0.45,0.79,0.58,0.83,0.93,0.57,0.68,0.65
gmerlin.csv,0.72,0.52,0.78,0.8,0.97,0.74,0.86,0.41,0.67,0.4,0.61,0.79,0.79,0.92,0.7,0.65,0.92
hatari.csv,0.53,0.53,0.55,0.51,0.5,0.51,0.65,0.4,0.57,0.38,0.58,0.59,0.56,0.96,0.47,0.93,0.85
jaolt.csv,0.37,0.32,0.54,0.5,0.84,0.83,0.91,0.3,0.57,0.78,0.53,0.41,0.42,0.94,0.94,0.55,0.72
jcl.csv,0.88,0.93,0.67,0.86,0.9,0.8,0.8,0.67,0.95,0.64,0.75,0.97,0.9,0.93,0.93,0.5,0.91
ltp.csv,0.68,0.46,0.57,0.81,0.45,0.56,0.6,0.46,0.78,0.5,0.8,0.7,0.57,0.65,0.6,0.75,0.76
mia.csv,0.43,0.9,0.84,0.89,0.36,0.93,0.91,0.75,0.86,0.38,0.94,0.93,0.83,0.92,0.49,0.39,0.95
net-snmp.csv,0.57,0.46,0.71,0.52,0.68,0.56,0.47,0.3,0.6,0.6,0.49,0.59,0.46,0.7,0.43,0.47,0.57
opde.csv,0.48,0.45,0.46,0.74,0.48,0.52,0.59,0.48,0.57,0.75,0.55,0.65,0.44,0.62,0.44,0.6,0.68
oppna-program-hsatools.csv,0.35,0.33,0.39,0.39,0.34,0.38,0.41,0.29,0.42,0.37,0.42,0.38,0.35,0.64,0.37,0.41,0.36
powerfolder-.csv,0.9,0.69,0.8,0.83,0.98,0.84,0.5,0.69,0.94,0.6,0.82,0.96,0.94,0.75,0.46,0.93,0.75
qlc.csv,0.0,0.62,0.0,0.89,0.0,0.96,0.75,0.0,0.94,0.88,0.88,0.96,0.9,0.88,0.83,0.0,0.67
quantlib.csv,0.73,0.74,0.8,0.69,0.97,0.5,0.73,0.34,0.74,0.64,0.55,0.66,0.46,0.94,0.37,0.93,0.92
tcl.csv,0.95,0.95,0.91,0.95,0.83,0.96,0.88,0.62,0.97,0.51,0.97,0.78,0.92,0.95,0.91,0.8,0.94
