,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.15,0.58,0.1,0.12,0.33,0.97,0.0,0.12,0.06,0.59,0.26,0.5,0.45,0.17,0.43,0.03,0.04
codepurge.csv,0.37,0.81,0.14,0.2,0.25,0.33,1.0,0.67,0.28,0.46,0.29,0.33,0.45,0.92,0.21,0.44,0.08
fontforge.csv,0.2,0.29,0.31,0.16,0.16,0.44,1.0,0.92,0.17,0.41,0.24,0.11,0.22,0.17,0.29,0.38,0.21
gmerlin.csv,0.15,0.61,0.28,0.36,0.05,0.33,1.0,0.46,0.22,0.44,0.32,0.5,0.18,0.08,0.36,0.97,0.08
hatari.csv,0.49,0.68,0.97,0.64,0.62,0.53,1.0,0.42,0.56,0.64,0.62,0.61,0.47,0.29,0.57,0.22,0.25
jaolt.csv,0.61,0.81,0.48,0.44,0.25,0.27,1.0,0.83,0.56,0.28,0.6,0.39,0.97,0.17,0.29,0.38,0.42
jcl.csv,0.12,0.39,0.03,0.08,0.02,0.06,0.0,0.0,0.11,0.44,0.04,0.22,0.12,0.04,1.0,0.03,0.12
ltp.csv,0.39,0.42,0.41,0.28,0.98,0.47,0.0,0.42,0.17,0.56,0.34,0.22,0.4,0.46,0.43,0.34,0.33
mia.csv,0.9,0.26,0.34,0.28,0.93,0.23,1.0,0.12,0.28,0.97,0.21,0.78,0.05,0.17,0.79,0.91,0.04
net-snmp.csv,0.98,0.74,0.17,0.44,0.34,0.48,1.0,0.92,0.56,0.33,0.59,0.78,0.56,0.38,0.57,0.5,0.38
opde.csv,0.71,0.65,0.76,0.88,0.64,0.45,1.0,0.62,0.61,0.23,0.51,0.44,0.55,0.54,0.93,0.34,0.21
oppna-program-hsatools.csv,0.9,0.81,0.69,0.8,0.94,0.64,1.0,0.88,0.83,0.82,1.0,0.83,0.96,0.54,0.93,0.62,0.79
powerfolder-.csv,0.12,0.94,0.03,0.12,0.07,0.21,1.0,0.29,0.28,0.31,0.34,0.11,0.19,0.04,0.71,0.12,0.0
qlc.csv,0.0,0.39,0.0,0.08,0.0,0.14,1.0,0.0,0.89,0.1,0.05,0.22,0.12,0.21,0.14,0.0,0.0
quantlib.csv,0.39,0.45,0.17,0.2,0.03,0.67,1.0,0.62,0.28,0.28,0.7,0.61,0.75,0.21,1.0,0.09,1.0
tcl.csv,0.22,0.16,0.17,0.24,0.35,0.15,0.0,0.38,0.17,0.97,0.22,0.22,0.12,0.04,0.14,0.06,0.04
