,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.96,0.0,0.0,0.15
repositorium.csv,0.54,1.0,0.62,0.81
simplewebservices.csv,0.71,0.55,0.38,0.97
xbg.csv,0.08,0.0,1.0,0.17
