,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,1.0,0.0,0.0,0.65
repositorium.csv,0.41,1.0,0.23,0.4
simplewebservices.csv,0.38,0.18,0.19,0.99
xbg.csv,0.33,0.0,1.0,0.47
