,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.61,0.0,0.5,0.96
repositorium.csv,0.44,0.91,0.59,0.36
simplewebservices.csv,0.4,0.82,0.75,0.58
xbg.csv,0.83,0.0,0.88,0.97
