,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.98,0.0,0.0,0.24
repositorium.csv,0.46,1.0,0.33,0.54
simplewebservices.csv,0.49,0.27,0.25,0.98
xbg.csv,0.13,0.0,1.0,0.25
