,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.98,0.37,0.98,0.0,0.36,0.54,0.5,0.65
apolloplayer.csv,0.48,0.97,0.85,0.16,0.55,0.33,0.45,0.0
k3d.csv,0.13,0.1,0.0,0.0,0.07,0.94,0.2,0.0
redshell.csv,0.33,0.65,0.75,0.0,1.0,0.09,0.2,0.69
rtb-team.csv,0.46,0.56,0.0,0.94,0.33,0.41,0.57,0.6
xreal.csv,0.04,0.05,0.0,0.32,0.06,0.16,0.02,1.0
xstore.csv,0.58,0.59,0.0,0.16,0.48,0.49,0.97,0.43
