,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.49,0.52,0.52,0.38,0.6,0.98,0.49,0.36,0.05
decidr.csv,0.44,0.48,0.55,0.45,0.25,0.48,0.22,0.99,0.5
glas.csv,0.43,0.25,0.37,0.35,0.72,0.49,0.54,0.64,1.0
hatari.csv,0.63,0.48,0.98,0.35,0.75,0.51,0.68,0.52,0.36
ltp.csv,0.24,0.31,0.24,0.26,0.99,0.1,0.0,0.16,0.1
net-snmp.csv,0.96,0.36,0.21,0.38,0.56,0.45,0.51,0.47,0.14
opde.csv,0.18,0.45,0.27,1.0,0.62,0.37,0.0,0.37,0.17
powerfolder-.csv,0.09,0.98,0.0,0.27,0.08,0.29,0.34,0.26,0.0
tcl.csv,0.42,0.36,0.24,0.25,0.24,0.3,0.95,0.39,0.31
