,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.82,0.52,0.9,0.76,0.66,0.02,0.8,0.77,0.98
decidr.csv,0.77,0.56,0.56,0.7,0.88,0.7,0.88,0.01,0.6
glas.csv,0.74,0.84,0.74,0.74,0.59,0.65,0.71,0.6,0.0
hatari.csv,0.58,0.55,0.03,0.8,0.66,0.63,0.73,0.67,0.74
ltp.csv,0.85,0.76,0.85,0.84,0.02,0.94,1.0,0.91,0.95
net-snmp.csv,0.07,0.69,0.87,0.71,0.73,0.65,0.64,0.68,0.92
opde.csv,0.9,0.59,0.83,0.0,0.57,0.74,1.0,0.77,0.9
powerfolder-.csv,0.95,0.03,1.0,0.84,0.96,0.81,0.78,0.84,1.0
tcl.csv,0.8,0.69,0.85,0.91,0.9,0.8,0.1,0.75,0.79
