,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,tcl.csv,decidr.csv,glas.csv
chipster.csv,0.52,0.65,0.5,0.86,0.62,0.55,0.6,0.9,0.83
decidr.csv,0.57,0.38,0.5,0.37,0.81,0.42,0.88,0.46,0.59
glas.csv,0.56,0.55,0.79,0.76,0.44,0.49,0.48,0.45,0.59
hatari.csv,0.41,0.63,0.61,0.38,0.39,0.45,0.34,0.53,0.88
ltp.csv,0.88,0.51,0.92,0.83,0.45,0.91,0.0,0.98,0.75
net-snmp.csv,0.58,0.51,0.89,0.82,0.58,0.61,0.56,0.65,0.83
opde.csv,0.93,0.55,0.88,0.72,0.62,0.74,0.67,0.75,0.89
powerfolder-.csv,0.5,0.63,0.0,0.8,0.96,0.88,0.6,0.99,0.0
tcl.csv,0.63,0.7,0.92,0.62,0.89,0.7,0.57,0.88,0.91
