,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.5,0.47,0.39,0.38,0.28,0.99,0.0,0.53,0.29,0.0,0.58,0.27,0.46,0.19,0.19,0.26,0.0
codepurge.csv,0.33,0.52,0.06,0.18,0.24,0.4,0.29,0.62,0.11,0.32,0.34,0.2,0.05,1.0,0.18,0.41,0.1
fontforge.csv,0.46,0.4,0.35,0.4,0.64,0.53,0.0,1.0,0.21,0.52,0.57,0.02,0.41,0.19,0.18,0.36,0.16
glas.csv,0.64,0.3,0.52,0.47,0.64,0.49,0.12,0.6,0.24,0.53,0.68,0.18,0.96,0.22,0.2,0.39,0.4
gmerlin.csv,0.2,0.53,0.34,0.38,0.11,0.49,0.25,0.5,0.16,0.44,0.59,0.29,0.05,0.05,0.2,0.95,0.06
hatari.csv,0.56,0.5,0.95,0.57,0.74,0.56,0.07,0.54,0.24,0.62,0.79,0.13,0.41,0.24,0.21,0.39,0.21
jcl.csv,0.05,0.4,0.06,0.13,0.0,0.0,0.0,0.08,0.0,0.17,0.04,0.09,0.0,0.0,0.92,0.12,0.13
ltp.csv,0.51,0.27,0.45,0.42,0.98,0.47,0.1,0.29,0.14,0.43,0.53,0.12,0.52,0.27,0.2,0.41,0.29
mia.csv,0.62,0.38,0.32,0.35,0.82,0.4,0.15,0.31,0.11,0.66,0.68,1.0,0.0,0.24,0.2,0.49,0.05
net-snmp.csv,0.96,0.45,0.29,0.27,0.57,0.39,0.0,0.63,0.18,0.49,0.64,0.24,0.43,0.23,0.25,0.36,0.31
opde.csv,0.52,0.55,0.64,0.94,0.76,0.51,0.05,0.48,0.25,0.62,0.68,0.2,0.39,0.3,0.22,0.47,0.16
oppna-program-hsatools.csv,0.62,0.47,0.6,0.51,0.82,0.55,0.04,0.53,0.24,0.66,1.0,0.17,0.48,0.33,0.22,0.4,0.34
powerfolder-.csv,0.17,0.95,0.07,0.07,0.33,0.16,0.5,0.37,0.13,0.22,0.33,0.19,0.09,0.14,0.21,0.16,0.07
qlc.csv,0.18,0.38,0.07,0.3,0.0,0.39,0.29,0.55,0.97,0.29,0.27,0.2,0.25,0.24,0.34,0.28,0.1
quantlib.csv,0.28,0.43,0.13,0.24,0.04,0.46,0.13,0.46,0.28,0.18,0.62,0.26,0.2,0.15,0.22,0.26,0.98
tcl.csv,0.23,0.31,0.2,0.2,0.42,0.23,0.0,0.54,0.19,0.95,0.32,0.09,0.32,0.06,0.15,0.06,0.15
