,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.46,0.61,0.28,0.28,0.18,0.98,0.0,0.62,0.39,0.0,0.41,0.61,0.38,0.21,0.5,0.25,0.0
codepurge.csv,0.22,0.61,0.03,0.12,0.16,0.29,1.0,0.67,0.11,0.23,0.21,0.28,0.03,1.0,0.29,0.38,0.08
fontforge.csv,0.44,0.55,0.31,0.44,0.59,0.59,0.0,1.0,0.44,0.49,0.42,0.06,0.35,0.33,0.5,0.31,0.25
glas.csv,0.68,0.45,0.52,0.56,0.61,0.64,1.0,0.83,0.56,0.54,0.58,0.61,0.92,0.33,0.93,0.56,0.75
gmerlin.csv,0.12,0.68,0.21,0.28,0.06,0.52,1.0,0.46,0.17,0.38,0.44,0.33,0.03,0.04,0.64,0.91,0.04
hatari.csv,0.71,0.77,0.9,0.92,0.75,0.68,1.0,0.79,0.72,0.82,0.73,0.67,0.38,0.42,0.57,0.5,0.29
jcl.csv,0.02,0.26,0.03,0.08,0.0,0.0,0.0,0.04,0.0,0.1,0.02,0.06,0.0,0.0,0.86,0.06,0.08
ltp.csv,0.46,0.35,0.45,0.32,0.98,0.53,1.0,0.25,0.28,0.36,0.37,0.28,0.46,0.54,0.43,0.47,0.46
mia.csv,1.0,0.26,0.31,0.28,0.99,0.44,1.0,0.21,0.17,1.0,0.62,1.0,0.0,0.17,0.71,1.0,0.04
net-snmp.csv,0.95,0.52,0.21,0.24,0.47,0.35,0.0,0.88,0.33,0.46,0.52,0.61,0.41,0.33,0.57,0.38,0.54
opde.csv,0.71,0.94,0.97,0.92,0.77,0.64,1.0,0.58,0.72,0.87,0.59,0.78,0.32,0.88,0.93,0.75,0.25
oppna-program-hsatools.csv,0.88,0.81,0.83,0.92,0.97,0.64,1.0,0.79,0.94,0.97,0.99,1.0,0.51,0.58,1.0,0.59,0.88
powerfolder-.csv,0.1,0.94,0.03,0.04,0.22,0.11,1.0,0.29,0.11,0.15,0.21,0.17,0.05,0.08,0.64,0.09,0.04
qlc.csv,0.1,0.42,0.03,0.24,0.0,0.39,1.0,0.54,0.94,0.21,0.17,0.28,0.27,0.25,0.36,0.19,0.08
quantlib.csv,0.2,0.32,0.07,0.16,0.02,0.53,1.0,0.5,0.33,0.1,0.5,0.33,0.14,0.12,0.86,0.22,0.96
tcl.csv,0.17,0.29,0.14,0.16,0.31,0.18,0.0,0.58,0.22,0.9,0.2,0.22,0.24,0.04,0.21,0.03,0.12
