,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.31,0.41,0.11,0.11,0.16,0.0,0.42,0.58,0.21,0.02,0.04,0.29,0.18,0.17,0.53,0.32,0.02
codepurge.csv,0.08,0.31,0.08,0.13,0.37,0.1,0.1,0.39,0.14,0.2,0.17,0.16,0.04,0.0,0.25,0.23,0.17
fontforge.csv,0.39,0.51,0.36,0.42,0.59,0.44,0.35,0.0,0.44,0.38,0.3,0.44,0.25,0.35,0.58,0.2,0.45
glas.csv,0.35,0.66,0.39,0.47,0.66,0.66,0.29,0.74,0.5,0.48,0.61,0.53,0.0,0.29,0.98,0.64,0.51
gmerlin.csv,0.08,0.36,0.0,0.11,0.19,0.41,0.12,0.29,0.14,0.35,0.26,0.1,0.07,0.1,0.64,0.0,0.12
hatari.csv,0.65,0.55,0.0,0.73,0.62,0.51,0.48,0.9,0.68,0.8,0.52,0.85,0.33,0.33,0.55,0.52,0.37
jcl.csv,0.04,0.01,0.03,0.07,0.0,0.0,0.06,0.0,0.05,0.08,0.0,0.02,0.0,0.08,0.0,0.0,0.05
ltp.csv,0.29,0.51,0.44,0.11,0.03,0.5,0.37,0.35,0.41,0.3,0.13,0.35,0.22,0.41,0.39,0.41,0.44
mia.csv,1.0,0.04,0.5,0.18,1.0,0.51,0.21,0.1,0.3,1.0,0.87,0.0,0.0,0.03,0.73,1.0,0.18
net-snmp.csv,0.02,0.32,0.19,0.29,0.38,0.3,0.35,0.71,0.37,0.42,0.52,0.35,0.33,0.26,0.4,0.33,0.49
opde.csv,0.8,0.62,0.86,0.02,0.6,0.58,0.81,0.65,0.65,0.9,0.7,0.61,0.24,0.67,0.9,0.7,0.47
oppna-program-hsatools.csv,0.76,0.69,0.75,0.96,0.89,0.48,0.96,0.94,0.91,0.95,0.0,0.99,0.42,0.32,0.95,0.67,0.84
powerfolder-.csv,0.04,0.01,0.0,0.04,0.3,0.15,0.04,0.23,0.1,0.22,0.17,0.06,0.11,0.01,0.6,0.03,0.05
qlc.csv,0.0,0.34,0.0,0.2,0.0,0.44,0.1,0.32,0.0,0.2,0.43,0.15,0.6,0.14,0.1,0.08,0.16
quantlib.csv,0.16,0.08,0.0,0.11,0.06,0.52,0.25,0.52,0.17,0.02,0.52,0.12,0.15,0.08,0.83,0.21,0.0
tcl.csv,0.24,0.26,0.22,0.24,0.41,0.26,0.08,0.45,0.17,0.0,0.17,0.4,0.2,0.06,0.22,0.05,0.15
