,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.54,0.39,0.67,0.58,0.72,1.0,0.0,0.45,0.23,0.0,0.98,0.18,0.58,0.17,0.11,0.28,0.0
codepurge.csv,0.69,0.45,0.25,0.33,0.49,0.66,0.17,0.57,0.11,0.53,0.85,0.15,0.33,1.0,0.13,0.44,0.11
fontforge.csv,0.47,0.31,0.41,0.37,0.7,0.48,0.0,1.0,0.14,0.56,0.87,0.01,0.48,0.14,0.11,0.43,0.12
glas.csv,0.61,0.22,0.52,0.4,0.68,0.4,0.06,0.47,0.15,0.52,0.82,0.1,1.0,0.16,0.12,0.3,0.27
gmerlin.csv,0.56,0.44,1.0,0.58,0.42,0.47,0.14,0.55,0.16,0.52,0.89,0.25,0.2,0.07,0.12,1.0,0.08
hatari.csv,0.47,0.37,1.0,0.41,0.73,0.48,0.04,0.4,0.14,0.5,0.87,0.07,0.44,0.17,0.12,0.32,0.17
jcl.csv,0.33,0.89,0.5,0.4,0.0,0.0,0.0,1.0,0.0,0.57,1.0,0.25,0.0,0.0,1.0,1.0,0.29
ltp.csv,0.56,0.22,0.45,0.62,0.99,0.42,0.05,0.35,0.1,0.54,0.93,0.07,0.59,0.18,0.13,0.36,0.21
mia.csv,0.45,0.73,0.33,0.47,0.69,0.37,0.08,0.62,0.08,0.49,0.77,1.0,0.0,0.44,0.12,0.33,0.06
net-snmp.csv,0.98,0.4,0.46,0.32,0.74,0.44,0.0,0.49,0.12,0.51,0.82,0.15,0.45,0.18,0.16,0.35,0.22
opde.csv,0.41,0.39,0.47,0.96,0.74,0.43,0.02,0.41,0.15,0.49,0.8,0.11,0.48,0.18,0.12,0.34,0.12
oppna-program-hsatools.csv,0.48,0.33,0.47,0.35,0.71,0.48,0.02,0.4,0.14,0.5,1.0,0.09,0.45,0.23,0.13,0.3,0.21
powerfolder-.csv,0.67,0.97,1.0,0.33,0.63,0.33,0.33,0.5,0.15,0.4,0.85,0.21,0.25,0.5,0.13,0.6,0.17
qlc.csv,1.0,0.34,1.0,0.4,0.0,0.38,0.17,0.57,1.0,0.5,0.64,0.16,0.23,0.23,0.33,0.55,0.12
quantlib.csv,0.5,0.62,1.0,0.44,0.44,0.41,0.07,0.43,0.24,0.8,0.82,0.21,0.38,0.2,0.12,0.33,1.0
tcl.csv,0.37,0.32,0.33,0.27,0.63,0.32,0.0,0.5,0.17,1.0,0.84,0.05,0.45,0.11,0.12,0.25,0.18
