,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.54,0.47,0.83,0.92,0.98,0.55,0.64,0.33,0.74,0.0,0.56,0.56,0.88,0.97,0.59,0.59,0.5
codepurge.csv,0.92,0.48,0.75,0.89,0.84,0.79,0.83,0.36,0.94,0.65,0.78,0.94,0.67,0.96,0.57,0.63,0.94
fontforge.csv,0.58,0.42,0.77,0.57,0.49,0.53,0.61,0.5,0.51,0.41,0.73,0.61,0.74,0.69,0.55,0.78,0.59
glas.csv,0.43,0.38,0.55,0.51,0.42,0.42,0.62,0.33,0.52,0.45,0.49,0.46,0.62,0.64,0.38,0.43,0.47
gmerlin.csv,0.89,0.56,0.83,0.92,0.98,0.59,0.86,0.45,0.95,0.45,0.6,0.96,0.8,0.93,0.43,0.66,0.92
hatari.csv,0.44,0.4,0.62,0.45,0.4,0.43,0.54,0.28,0.49,0.33,0.49,0.48,0.66,0.71,0.53,0.5,0.69
jcl.csv,0.67,0.89,0.5,0.8,0.0,0.0,0.67,0.0,0.83,0.86,0.5,0.75,0.0,0.92,0.92,0.5,0.86
ltp.csv,0.62,0.49,0.55,0.92,0.46,0.51,0.7,0.71,0.63,0.58,0.79,0.76,0.69,0.6,0.63,0.5,0.55
mia.csv,0.4,0.91,0.89,0.93,0.34,0.67,0.83,0.88,0.89,0.37,0.57,0.94,0.0,0.89,0.48,0.37,0.94
net-snmp.csv,0.6,0.6,0.85,0.74,0.61,0.63,0.56,0.35,0.6,0.49,0.56,0.6,0.67,0.82,0.49,0.68,0.47
opde.csv,0.47,0.4,0.44,0.75,0.44,0.47,0.42,0.41,0.5,0.36,0.54,0.57,0.84,0.5,0.38,0.44,0.57
oppna-program-hsatools.csv,0.36,0.32,0.37,0.36,0.33,0.38,0.37,0.29,0.43,0.37,0.42,0.41,0.48,0.63,0.35,0.43,0.38
powerfolder-.csv,0.83,0.63,0.0,0.67,0.78,0.95,0.67,0.64,0.92,0.8,0.92,0.93,0.88,0.75,0.44,0.8,0.83
qlc.csv,0.75,0.63,0.0,0.87,0.0,0.66,0.83,0.39,0.94,0.75,0.96,0.94,0.81,0.96,0.93,0.91,0.94
quantlib.csv,0.94,0.94,0.5,0.89,0.94,0.54,0.79,0.43,0.68,0.8,0.57,0.96,0.92,0.93,0.41,0.86,0.96
tcl.csv,0.95,0.75,0.92,0.93,0.7,0.95,0.75,0.46,0.96,0.54,0.96,0.79,0.95,0.89,0.84,0.75,0.94
