,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.62,0.56,0.73,0.73,0.84,0.02,1.09,0.69,0.65,1.0,0.59,0.48,0.65,0.81,0.73,0.81,1.0
codepurge.csv,0.78,0.5,0.97,0.89,0.92,0.72,0.1,0.51,0.9,0.79,0.8,0.74,0.97,0.0,0.76,0.67,0.93
fontforge.csv,0.68,0.68,0.78,0.7,0.71,0.6,1.06,0.0,0.71,0.64,0.65,1.04,0.7,0.75,0.76,0.72,0.88
glas.csv,0.47,0.86,0.62,0.64,0.77,0.75,0.29,0.76,0.67,0.66,0.74,0.66,0.08,0.73,0.98,0.77,0.56
gmerlin.csv,0.88,0.49,0.79,0.73,0.96,0.63,0.12,0.61,0.84,0.71,0.62,0.67,0.98,0.96,0.73,0.09,0.97
hatari.csv,0.71,0.6,0.1,0.74,0.67,0.6,0.48,0.93,0.73,0.82,0.59,0.92,0.7,0.67,0.7,0.72,0.8
jcl.csv,0.98,0.74,0.97,0.92,1.0,1.0,1.0,0.96,1.0,0.9,0.98,0.94,1.0,1.0,0.14,0.94,0.92
ltp.csv,0.61,0.82,0.71,0.69,0.03,0.69,0.37,0.83,0.83,0.71,0.64,0.8,0.58,0.61,0.69,0.67,0.7
mia.csv,1.0,0.74,0.85,0.74,1.0,0.76,0.21,0.8,0.89,1.0,0.95,0.0,1.0,0.83,0.78,1.0,0.97
net-snmp.csv,0.05,0.58,0.82,0.81,0.65,0.72,1.06,0.72,0.76,0.69,0.71,0.52,0.68,0.71,0.59,0.71,0.67
opde.csv,0.86,0.62,0.86,0.08,0.64,0.69,0.81,0.77,0.71,0.91,0.81,0.65,0.72,0.68,0.9,0.74,0.89
oppna-program-hsatools.csv,0.77,0.72,0.77,0.96,0.89,0.6,0.96,0.96,0.91,0.95,0.01,0.99,0.64,0.52,0.95,0.78,0.85
powerfolder-.csv,0.9,0.07,0.97,0.96,0.83,0.91,0.04,0.74,0.89,0.88,0.81,0.84,0.95,0.92,0.7,0.91,0.96
qlc.csv,0.9,0.67,0.97,0.79,1.0,0.75,0.1,0.56,0.06,0.82,0.94,0.74,0.94,0.76,0.65,0.82,0.93
quantlib.csv,0.82,0.68,0.93,0.85,0.98,0.7,0.25,0.72,0.69,0.9,0.73,0.68,0.88,0.88,0.85,0.81,0.04
tcl.csv,0.86,0.75,0.89,0.87,0.8,0.86,1.0,0.61,0.8,0.1,0.82,0.88,0.78,0.96,0.81,0.97,0.89
