,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.21,0.45,0.26,0.98,0.13,0.14,0.13,0.34,0.07,0.17,0.31,0.21
gamestone.csv,1.0,0.27,0.21,0.35,0.15,0.44,0.3,0.28,0.31,0.48,0.27,0.17
geochat.csv,0.23,0.46,0.36,0.27,0.53,0.54,0.42,0.23,0.14,0.3,0.32,0.97
igarden.csv,0.0,1.0,0.11,0.37,0.2,0.22,0.26,0.42,0.28,0.22,0.45,0.3
ingex.csv,0.12,0.05,0.12,0.15,0.41,0.91,0.15,0.18,0.26,0.38,0.35,0.1
lphant.csv,0.24,0.39,0.35,0.35,0.36,0.52,0.68,0.98,0.36,0.56,0.35,0.3
nabu-library.csv,0.26,0.47,0.23,0.44,0.99,0.54,0.39,0.46,0.35,0.43,0.42,0.28
nebuladevice.csv,0.15,0.11,0.41,0.29,0.21,0.26,0.45,0.24,1.0,0.08,0.37,0.26
owlapi.csv,0.15,0.13,0.98,0.34,0.36,0.3,0.25,0.24,0.13,0.39,0.1,0.17
pi-qmc.csv,0.21,0.29,0.25,0.48,0.4,0.49,0.44,0.53,0.17,0.98,0.37,0.39
trinitycore.csv,0.3,0.4,0.33,0.43,0.4,0.39,0.05,0.3,0.22,0.36,0.97,0.26
twostep.csv,0.29,0.5,0.38,0.46,0.53,0.55,0.96,0.57,0.32,0.64,0.4,0.36
