,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.77,0.59,0.71,0.04,0.93,0.92,0.92,0.77,0.95,0.91,0.73,0.87
gamestone.csv,0.0,0.79,0.81,0.74,0.92,0.67,0.79,0.82,0.65,0.68,0.79,0.88
geochat.csv,0.87,0.93,0.59,0.88,0.95,0.85,0.74,0.86,0.87,0.83,0.71,0.07
igarden.csv,1.0,0.0,0.92,0.68,0.99,0.87,0.83,0.69,0.75,0.86,0.58,0.72
ingex.csv,0.89,0.97,0.89,0.9,0.72,0.11,0.92,0.9,0.75,0.67,0.69,0.95
lphant.csv,0.74,0.69,0.53,0.73,1.09,0.68,0.44,0.05,0.56,0.44,0.69,0.71
nabu-library.csv,0.61,0.85,0.72,0.74,0.01,0.92,0.99,0.91,0.62,0.85,0.73,0.91
nebuladevice.csv,0.88,0.94,0.61,0.77,0.88,0.83,0.66,0.85,0.0,0.95,0.64,0.81
owlapi.csv,0.81,0.92,0.01,0.72,0.77,0.8,0.89,0.85,0.89,0.67,0.94,0.88
pi-qmc.csv,0.77,0.77,0.74,0.55,0.73,0.59,0.65,0.63,0.83,0.05,0.63,0.59
trinitycore.csv,0.65,0.65,0.66,0.66,0.74,0.71,1.0,0.82,0.78,0.77,0.05,0.78
twostep.csv,0.58,0.64,0.57,0.75,0.94,0.72,0.08,0.54,0.66,0.34,0.65,0.69
