,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,8.0,2.0,8.0,0.0,0.0,7.0,2.0,4.0,13.0,0.0,4.0,3.0
gamestone.csv,0.0,0.0,14.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0,2.0,0.0
geochat.csv,10.0,4.0,35.0,13.0,4.0,1.0,0.0,0.0,12.0,25.0,6.0,0.0
igarden.csv,59.0,0.0,2.0,5.0,21.0,1.0,3.0,2.0,0.0,1.0,5.0,6.0
ingex.csv,6.0,7.0,6.0,3.0,0.0,0.0,7.0,0.0,3.0,5.0,7.0,11.0
lphant.csv,21.0,3.0,4.0,2.0,33.0,4.0,0.0,0.0,10.0,2.0,19.0,10.0
nabu-library.csv,15.0,1.0,14.0,10.0,0.0,1.0,19.0,8.0,1.0,6.0,8.0,9.0
nebuladevice.csv,2.0,2.0,1.0,2.0,0.0,2.0,3.0,4.0,0.0,1.0,7.0,4.0
owlapi.csv,10.0,3.0,0.0,1.0,3.0,0.0,0.0,7.0,5.0,5.0,19.0,7.0
pi-qmc.csv,5.0,1.0,10.0,1.0,0.0,1.0,3.0,3.0,11.0,0.0,8.0,2.0
trinitycore.csv,0.0,6.0,3.0,10.0,0.0,3.0,13.0,0.0,14.0,0.0,0.0,13.0
twostep.csv,18.0,5.0,22.0,8.0,4.0,2.0,0.0,3.0,1.0,0.0,4.0,14.0
