,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.82,0.56,0.69,0.77,0.88,0.93,0.75,0.74,0.93,0.5,0.71,0.89
gamestone.csv,0.88,0.8,0.96,0.91,0.95,0.69,0.67,0.86,0.75,0.86,0.94,0.94
geochat.csv,0.46,0.33,0.62,0.52,0.66,0.35,0.57,0.92,0.71,0.67,0.54,0.82
igarden.csv,0.75,0.71,0.92,0.61,0.94,0.88,0.92,0.62,0.93,0.8,0.68,0.73
ingex.csv,0.89,0.89,0.86,0.94,0.92,0.57,0.93,0.91,0.94,0.85,0.95,0.97
lphant.csv,0.55,0.45,0.43,0.38,0.61,0.35,0.33,0.52,0.41,0.51,0.44,0.52
nabu-library.csv,0.43,0.31,0.71,0.47,0.59,0.34,0.51,0.37,0.41,0.47,0.46,0.44
nebuladevice.csv,0.8,0.8,0.62,0.67,0.96,0.89,0.79,0.92,0.93,0.5,0.68,0.94
owlapi.csv,0.94,0.93,0.85,0.67,0.61,0.91,0.83,0.75,0.93,0.79,0.96,0.94
pi-qmc.csv,0.91,0.96,0.81,0.51,0.72,0.56,0.54,0.45,0.61,0.57,0.62,0.52
trinitycore.csv,0.83,0.56,0.97,0.54,0.91,0.76,0.93,0.8,0.73,0.83,0.81,0.7
twostep.csv,0.42,0.33,0.52,0.41,0.6,0.34,0.54,0.41,0.37,0.48,0.43,0.46
