,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.24,0.5,0.27,0.05,0.3,0.15,0.83,0.31,0.03,0.08,0.11,0.72,0.32,0.8,0.58,0.47,0.32
beast-mcmc.csv,0.45,1.0,0.71,0.9,0.93,0.88,0.74,0.85,0.47,0.65,0.23,0.96,0.82,1.0,1.0,0.85,0.83
bscwweasel.csv,0.02,0.5,0.32,0.6,0.28,0.03,0.28,0.35,0.55,0.19,0.63,0.16,0.8,0.0,0.17,0.18,0.51
codeblocks.csv,0.84,0.38,0.45,0.65,0.77,0.72,0.87,0.59,0.58,0.27,0.18,0.8,0.57,0.8,0.66,0.67,0.54
gamestone.csv,0.05,0.88,0.23,0.4,0.23,0.07,0.32,0.16,0.03,0.24,0.23,0.04,0.12,0.6,0.09,0.27,0.27
iaml.csv,0.1,0.38,0.61,0.0,0.07,0.15,0.38,0.35,0.16,0.7,0.65,0.28,0.51,0.2,0.06,0.42,0.8
jbasic.csv,0.98,0.25,0.82,0.4,0.93,0.09,0.55,0.89,0.45,0.78,0.34,0.92,0.94,1.0,0.89,0.64,0.88
modplug.csv,0.91,1.0,0.82,0.95,0.95,0.72,0.96,0.79,0.87,0.44,0.86,0.88,0.98,1.0,1.0,0.75,0.8
pdfedit.csv,0.84,0.38,0.47,0.15,0.79,0.38,0.32,0.42,0.26,0.87,0.3,0.68,0.15,1.0,0.62,0.56,0.49
redshell.csv,0.88,0.62,0.55,0.65,0.51,0.71,0.3,0.76,0.03,0.51,0.68,0.6,0.61,0.4,0.94,0.62,0.59
sabbu.csv,0.71,0.12,0.89,0.2,0.79,0.44,0.32,0.49,0.5,0.92,0.44,0.8,0.26,1.0,0.65,0.35,0.85
silvertree.csv,0.1,0.62,0.59,0.9,0.56,0.53,0.68,0.65,0.42,0.92,0.29,0.76,0.65,0.8,0.8,0.53,0.88
t-2.csv,0.84,0.62,0.48,0.5,0.63,0.88,0.53,0.51,0.66,0.05,0.62,0.84,0.63,0.0,0.29,0.75,0.27
xinity.csv,0.69,0.12,0.55,0.4,0.49,0.52,0.51,0.58,0.47,0.89,0.57,0.32,0.97,0.2,0.66,0.36,0.8
xreal.csv,0.1,0.25,0.27,0.15,0.28,0.17,0.17,0.23,0.21,0.65,0.26,0.16,0.04,1.0,0.14,0.2,0.29
zabbix.csv,0.53,0.25,0.5,0.2,0.77,0.46,0.3,0.51,0.45,0.76,0.28,0.76,0.12,1.0,0.49,0.4,0.73
zengine.csv,0.83,1.0,0.98,1.0,0.93,0.93,0.98,0.94,0.87,0.98,0.6,0.96,0.98,1.0,0.85,0.95,0.95
