,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,96.5,386.5,1802.5,391.5,97.5,482.5,98.5,98.5
etics.csv,96.5,195.0,191.0,97.5,97.5,195.0,191.0,98.5
genecys.csv,96.5,193.0,377.5,985.0,97.5,787.5,98.5,98.5
kftpgrabber.csv,81.5,192.0,33.0,187.0,0.0,293.0,94.5,98.5
kvs.csv,96.5,89.5,236.5,491.0,142.5,783.5,98.5,98.5
mcore3d.csv,96.5,294.0,1159.5,195.5,97.5,481.5,348.0,98.5
ogrehg.csv,96.5,96.5,592.0,97.5,97.5,486.5,191.0,98.5
projecteqemu.csv,96.5,97.5,152.5,295.0,97.5,96.5,191.0,98.5
