,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.0,11.0,18.0,0.0,27.0,17.0,15.0,0.0,1.0
ingex.csv,0.0,2.0,16.0,0.0,21.0,8.0,0.0,0.0,0.0
megasquirtavr.csv,6.0,2.0,30.0,0.0,13.0,43.0,78.0,0.0,0.0
owlapi.csv,1.0,13.0,16.0,2.0,2.0,6.0,1.0,0.0,0.0
piccolo2d.csv,2.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0
servicestack.csv,102.0,92.0,7.0,0.0,16.0,15.0,0.0,0.0,0.0
tolven.csv,4.0,2.0,9.0,0.0,0.0,0.0,2.0,1.0,62.0
twostep.csv,3.0,8.0,31.0,1.0,7.0,26.0,2.0,0.0,0.0
wxlua.csv,0.0,18.0,17.0,0.0,12.0,56.0,3.0,0.0,0.0
