,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.46,0.25,0.18,1.0,0.31,0.14,0.28,0.42,0.4
ingex.csv,0.34,0.25,0.17,1.0,0.16,0.22,0.64,0.6,0.28
megasquirtavr.csv,0.14,0.46,0.16,1.0,0.26,0.09,0.0,0.24,0.18
owlapi.csv,0.38,0.16,0.11,0.86,0.44,0.34,0.37,0.8,0.26
piccolo2d.csv,0.39,0.42,0.34,1.0,0.47,0.32,0.46,0.67,0.47
servicestack.csv,0.0,0.0,0.31,1.0,0.23,0.18,0.62,1.0,0.58
tolven.csv,0.34,0.44,0.24,1.0,0.53,0.45,0.42,0.86,0.0
twostep.csv,0.34,0.29,0.14,0.9,0.38,0.18,0.37,0.76,0.45
wxlua.csv,0.34,0.18,0.11,0.93,0.2,0.08,0.29,0.23,0.26
