,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.39,0.68,0.51,0.0,0.44,0.24,0.52,0.16,0.07
ingex.csv,0.38,0.12,0.24,0.0,0.34,0.27,0.18,0.04,0.46
megasquirtavr.csv,0.08,0.18,0.68,0.0,0.48,0.39,0.04,0.84,0.7
owlapi.csv,0.07,0.44,0.21,0.5,0.26,0.27,0.48,0.02,0.8
piccolo2d.csv,0.15,0.1,0.23,0.0,0.36,0.19,0.44,0.2,0.17
servicestack.csv,0.04,0.0,0.11,0.0,0.22,0.34,0.06,0.0,0.17
tolven.csv,0.56,0.14,0.39,0.0,0.26,0.12,0.62,0.02,0.02
twostep.csv,0.71,0.55,0.94,0.62,0.64,0.81,0.8,0.16,0.35
wxlua.csv,0.69,0.81,0.48,0.75,0.41,0.78,0.74,0.51,0.87
