,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.03,0.43,0.41,0.19,0.09,0.22,0.31,0.23,0.07
empserver.csv,0.34,0.65,0.92,0.21,0.27,0.55,0.63,0.89,0.14
enlightenment.csv,1.0,1.0,1.0,0.34,1.0,0.99,1.0,1.0,1.0
ildjit.csv,0.45,0.2,0.22,0.23,0.3,0.27,0.12,0.96,0.21
jfreereport.csv,0.04,0.2,0.2,0.1,0.06,0.11,0.12,0.08,0.0
lufa-lib.csv,0.62,0.52,0.23,0.51,0.06,0.6,0.28,0.1,0.5
pcsx2.csv,0.23,0.18,0.41,0.51,0.82,0.33,0.97,0.92,0.43
psycle.csv,0.32,0.64,0.57,0.58,0.45,0.54,0.64,0.74,0.14
wikipediardware.csv,0.46,0.75,1.0,0.63,0.97,0.76,0.87,0.8,0.14
