,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.72,0.6,0.49,1.0,0.73
freenet.csv,0.85,0.98,0.55,0.7,0.78
mediaportal.csv,0.39,0.41,0.49,0.26,0.9
onotoa.csv,0.46,0.48,1.0,0.56,0.42
sqlpower-library.csv,0.96,0.67,0.35,0.44,0.79
