,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.53,0.32,0.5,0.0,0.48
freenet.csv,0.82,0.03,0.62,0.56,0.65
mediaportal.csv,0.35,0.42,0.31,0.41,0.0
onotoa.csv,0.53,0.45,0.0,0.56,0.47
sqlpower-library.csv,0.06,0.41,0.38,0.41,0.66
