,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.6,0.52,0.72,0.0,0.55
freenet.csv,0.84,0.03,0.77,0.63,0.68
mediaportal.csv,0.7,0.72,0.6,0.85,0.1
onotoa.csv,0.76,0.69,0.0,0.71,0.75
sqlpower-library.csv,0.07,0.53,0.75,0.69,0.7
