,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.38,0.36,0.39,0.44,0.37
freenet.csv,0.42,0.42,0.45,0.44,0.39
mediaportal.csv,0.75,0.68,0.68,0.78,0.95
onotoa.csv,0.5,0.58,0.39,0.47,0.7
sqlpower-library.csv,0.42,0.4,0.72,0.61,0.44
