,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.54,0.62,0.85,0.71,0.57,0.47,0.46,0.61,0.66,0.49,0.67,0.46,0.57,0.97,0.55,0.57,0.64,0.51
aztec.csv,0.79,0.72,0.88,0.83,0.26,0.4,0.58,0.51,0.38,0.74,0.61,0.45,0.51,0.52,0.73,0.56,0.4,0.91
bibedt.csv,0.81,0.6,0.75,0.9,0.72,0.47,0.76,0.21,0.51,0.68,0.77,0.42,0.61,0.54,0.6,0.37,0.4,0.79
esmf.csv,0.41,0.88,0.73,0.64,0.99,0.79,0.69,0.95,0.71,0.91,0.62,0.81,0.92,0.72,0.99,0.62,0.82,0.85
irrlicht.csv,0.99,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jstock.csv,0.7,0.92,0.91,0.89,0.81,0.6,0.8,0.61,0.5,0.77,0.78,0.78,0.67,0.64,0.67,0.91,0.22,0.93
kowari.csv,0.6,0.96,0.68,0.76,0.98,0.79,0.74,0.95,0.34,0.97,0.72,0.85,0.97,0.78,1.0,0.81,0.69,0.72
lportal.csv,0.88,0.67,0.99,1.0,1.0,0.96,0.88,1.0,1.0,0.87,0.96,0.83,0.99,0.51,1.0,0.33,1.0,1.0
modellus.csv,0.66,0.51,0.89,0.89,0.75,0.48,0.53,0.8,0.48,0.52,0.58,0.31,0.42,0.58,0.71,0.46,0.7,0.68
open-data-kit.csv,0.66,0.83,0.87,0.92,0.5,0.45,0.68,0.5,0.67,0.59,0.63,0.52,0.34,0.77,0.72,0.73,0.51,0.9
pentahoanalysistool.csv,0.94,0.4,0.83,0.81,0.88,0.76,0.83,0.93,1.0,0.82,0.74,0.7,0.65,1.01,0.85,0.82,0.79,0.85
phet.csv,0.9,0.88,0.48,0.85,0.96,0.88,0.87,0.91,1.0,1.07,0.89,0.96,0.98,1.0,1.01,1.0,0.9,0.86
qtractor.csv,0.61,0.51,0.88,0.75,0.36,0.35,0.6,0.51,0.44,0.52,0.65,0.4,0.49,0.55,0.47,0.46,0.58,0.77
roller.csv,0.84,0.65,0.88,0.79,0.66,0.73,0.67,0.71,0.79,0.84,0.74,0.53,0.52,0.34,0.82,0.5,0.6,0.87
sumatrapdf.csv,0.9,0.85,0.95,1.03,0.83,0.56,0.91,0.66,1.0,0.3,0.75,0.73,0.82,1.0,0.71,0.99,0.67,0.9
synergyspace.csv,0.62,0.57,0.76,0.43,0.75,0.71,0.64,0.78,0.63,0.4,0.83,0.56,0.63,0.71,0.84,0.76,0.79,0.46
ultimairis.csv,0.94,0.67,0.97,0.8,0.92,0.53,0.96,1.0,0.71,0.71,0.65,0.69,0.47,0.67,0.41,1.0,0.72,0.54
voms.csv,0.5,0.51,0.8,0.19,1.0,0.64,0.76,1.0,0.95,0.37,0.75,0.62,0.69,0.77,0.81,0.95,0.85,0.58
