,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,7.0,7.0,2.0,8.0,14.0,1.0,2.0,0.0,21.0,0.0,0.0,3.0,2.0,1.0,2.0,48.0,0.0,0.0
aztec.csv,2.0,8.0,0.0,13.0,9.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,82.0,0.0,17.0
bibedt.csv,17.0,2.0,10.0,9.0,6.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0
esmf.csv,3.0,2.0,2.0,5.0,47.0,3.0,5.0,2.0,8.0,0.0,1.0,2.0,5.0,0.0,0.0,76.0,4.0,4.0
irrlicht.csv,22.0,2.0,5.0,13.0,41.0,3.0,7.0,2.0,8.0,0.0,0.0,2.0,4.0,0.0,1.0,3583.0,5.0,1.0
jstock.csv,1.0,12.0,1.0,3.0,8.0,4.0,7.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,67.0,0.0,9.0
kowari.csv,7.0,2.0,2.0,12.0,46.0,3.0,4.0,2.0,4.0,3.0,0.0,2.0,5.0,0.0,1.0,142.0,1.0,0.0
lportal.csv,6.0,0.0,2.0,74.0,318.0,0.0,2.0,50.0,84.0,0.0,0.0,1.0,0.0,0.0,150.0,19.0,55.0,125.0
modellus.csv,9.0,4.0,5.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,3.0,0.0
open-data-kit.csv,8.0,2.0,4.0,16.0,14.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,0.0,24.0
pentahoanalysistool.csv,18.0,5.0,8.0,13.0,6.0,3.0,11.0,5.0,84.0,0.0,0.0,0.0,1.0,2.0,1.0,101.0,4.0,1.0
phet.csv,19.0,2.0,3.0,11.0,46.0,3.0,11.0,2.0,84.0,3.0,0.0,2.0,5.0,125.0,1.0,3583.0,4.0,1.0
qtractor.csv,7.0,1.0,2.0,15.0,16.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,3.0
roller.csv,22.0,5.0,6.0,20.0,45.0,3.0,13.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,24.0,0.0,19.0
sumatrapdf.csv,16.0,2.0,5.0,11.0,32.0,0.0,7.0,0.0,8.0,0.0,1.0,2.0,4.0,0.0,1.0,171.0,4.0,1.0
synergyspace.csv,3.0,5.0,8.0,0.0,10.0,3.0,3.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,144.0,7.0,0.0
ultimairis.csv,1.0,6.0,5.0,9.0,20.0,0.0,7.0,50.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,171.0,11.0,3.0
voms.csv,1.0,8.0,1.0,2.0,318.0,0.0,7.0,50.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,171.0,2.0,2.0
