,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.92,0.87,0.58,0.04,0.7,0.97,0.64,0.54,0.79,0.6,0.59,0.63,0.56,0.65,0.65,0.55,0.53,0.73,0.49,0.71
bibletime.csv,0.65,0.7,0.37,0.71,0.63,0.62,0.87,0.59,0.89,0.96,0.64,0.39,0.82,0.54,0.78,0.0,0.65,0.65,0.7,0.85
critterding.csv,0.82,0.03,0.53,0.69,0.68,0.74,0.65,0.7,0.95,0.61,0.7,0.57,0.53,1.0,0.67,0.7,0.73,0.81,0.65,0.64
etics.csv,0.69,0.77,0.08,0.79,0.81,0.77,0.95,0.7,0.69,0.58,0.65,0.78,0.52,0.52,0.71,0.81,0.65,0.59,0.51,0.58
fmri-dmt.csv,0.85,0.98,1.0,0.98,0.95,0.9,1.0,0.98,0.89,0.98,0.97,1.02,1.0,1.0,0.17,0.97,0.98,0.87,0.6,0.98
genecys.csv,0.79,0.89,0.91,0.54,0.75,0.58,0.83,0.91,0.02,0.62,0.61,0.55,1.0,0.82,0.9,0.56,0.44,0.52,0.82,0.75
genoviz.csv,0.99,0.94,1.0,0.99,0.99,1.0,1.0,0.99,1.0,1.0,0.89,1.0,1.0,0.93,1.0,1.0,1.0,1.0,0.0,1.0
kftpgrabber.csv,0.75,0.57,0.48,0.82,0.86,0.84,0.81,0.76,0.76,0.81,0.65,0.86,0.0,0.89,0.55,0.8,0.75,0.63,0.43,0.75
kvs.csv,0.71,0.67,0.62,0.82,0.89,0.67,0.1,0.76,0.86,0.56,0.64,0.78,0.67,0.79,0.42,0.94,0.82,0.79,0.61,0.75
mcore3d.csv,0.7,0.77,0.57,0.65,0.02,0.65,0.49,0.67,0.8,0.8,0.75,0.85,0.75,0.75,0.79,0.5,0.69,0.7,0.82,0.71
miranda.csv,0.69,0.78,0.7,0.83,0.85,0.68,0.8,0.75,0.75,0.87,0.78,0.87,0.74,0.49,0.85,0.75,0.79,0.65,0.66,0.02
modplug.csv,0.71,0.86,0.66,0.64,0.67,0.72,0.73,0.66,0.89,0.78,0.82,0.0,0.61,0.64,0.72,0.56,0.58,0.66,0.62,0.88
monetdb.csv,0.68,0.61,0.6,0.69,0.81,0.69,0.82,0.62,0.6,0.09,0.52,0.61,0.53,0.81,0.84,0.81,0.64,0.63,0.33,0.71
netatalk.csv,0.8,0.67,0.7,0.75,0.9,0.79,0.71,0.72,0.56,0.57,0.66,0.68,0.64,0.0,0.71,0.89,0.63,0.7,0.55,0.7
ogrehg.csv,0.71,0.71,0.49,0.67,0.72,0.54,0.76,0.04,0.92,0.56,0.54,0.73,0.62,0.44,0.69,0.67,0.67,0.55,0.41,0.6
passwordsafe.csv,0.7,0.62,0.45,0.63,0.57,0.5,0.71,0.59,0.58,0.49,0.63,0.42,0.57,0.62,0.71,0.58,0.02,0.5,0.44,0.6
projecteqemu.csv,0.76,0.62,0.62,0.68,0.69,0.74,0.9,0.66,0.61,0.68,0.03,0.7,0.54,0.65,0.7,0.61,0.63,0.58,0.48,0.55
reactos-mirror.csv,0.04,0.63,0.53,0.65,0.66,0.83,0.67,0.71,0.48,0.6,0.62,0.56,0.57,0.78,0.77,0.79,0.58,0.67,0.83,0.67
xbplayer.csv,0.79,0.68,0.85,0.77,0.82,0.03,0.75,0.74,0.81,0.77,0.73,0.77,0.5,0.59,0.69,0.88,0.8,0.69,0.61,0.69
xmoto.csv,0.73,0.63,0.55,0.56,0.59,0.9,0.57,0.64,0.51,0.5,0.63,0.78,0.57,1.0,0.78,0.66,0.58,0.06,0.78,0.65
