,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.07,0.2,0.21,0.0,0.28,0.16,0.39,0.29,0.56,0.18,0.47,0.25,0.45,0.05,0.42,0.29,0.4,0.43,0.44,0.32
bibletime.csv,0.48,0.49,0.33,0.68,0.58,0.42,0.84,0.57,0.89,0.96,0.62,0.38,0.81,0.5,0.71,0.0,0.55,0.55,0.67,0.85
critterding.csv,0.81,0.0,0.48,0.59,0.42,0.67,0.55,0.57,0.89,0.55,0.67,0.46,0.5,1.0,0.58,0.57,0.65,0.68,0.62,0.58
etics.csv,0.26,0.24,0.0,0.04,0.26,0.29,0.03,0.14,0.11,0.16,0.33,0.33,0.13,0.16,0.26,0.07,0.08,0.07,0.47,0.48
fmri-dmt.csv,0.22,0.1,0.0,0.12,0.05,0.2,0.0,0.02,0.11,0.02,0.04,0.42,0.0,0.03,0.0,0.14,0.19,0.11,0.04,0.01
genecys.csv,0.77,0.88,0.9,0.48,0.74,0.56,0.58,0.91,0.0,0.62,0.49,0.54,1.0,0.82,0.89,0.5,0.37,0.45,0.82,0.74
genoviz.csv,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
kftpgrabber.csv,0.35,0.27,0.14,0.1,0.09,0.69,0.13,0.21,0.44,0.07,0.13,0.12,0.0,0.42,0.23,0.14,0.15,0.3,0.38,0.17
kvs.csv,0.48,0.27,0.07,0.15,0.05,0.2,0.0,0.18,0.33,0.26,0.31,0.04,0.06,0.08,0.26,0.14,0.15,0.16,0.13,0.17
mcore3d.csv,0.62,0.63,0.52,0.54,0.02,0.59,0.18,0.45,0.78,0.74,0.6,0.75,0.61,0.39,0.79,0.29,0.49,0.52,0.71,0.62
miranda.csv,0.2,0.15,0.12,0.22,0.04,0.32,0.07,0.22,0.33,0.26,0.2,0.5,0.06,0.39,0.15,0.07,0.23,0.14,0.27,0.02
modplug.csv,0.65,0.85,0.62,0.59,0.6,0.69,0.41,0.63,0.89,0.77,0.82,0.0,0.58,0.63,0.52,0.5,0.53,0.61,0.62,0.87
monetdb.csv,0.39,0.34,0.26,0.17,0.44,0.45,0.2,0.42,0.33,0.0,0.4,0.08,0.16,0.18,0.13,0.43,0.17,0.16,0.27,0.49
netatalk.csv,0.23,0.17,0.12,0.05,0.14,0.21,0.14,0.23,0.22,0.25,0.16,0.12,0.1,0.0,0.24,0.0,0.12,0.07,0.51,0.35
ogrehg.csv,0.26,0.29,0.17,0.22,0.14,0.26,0.14,0.0,0.89,0.34,0.4,0.58,0.31,0.11,0.18,0.21,0.17,0.36,0.36,0.24
passwordsafe.csv,0.47,0.27,0.33,0.28,0.39,0.26,0.13,0.33,0.56,0.24,0.62,0.12,0.47,0.24,0.5,0.14,0.0,0.23,0.44,0.38
projecteqemu.csv,0.16,0.2,0.1,0.13,0.23,0.19,0.07,0.21,0.33,0.18,0.0,0.08,0.21,0.08,0.23,0.36,0.15,0.16,0.27,0.3
reactos-mirror.csv,0.01,0.54,0.48,0.6,0.44,0.74,0.54,0.63,0.33,0.32,0.6,0.38,0.55,0.76,0.58,0.71,0.39,0.55,0.58,0.6
xbplayer.csv,0.21,0.2,0.1,0.1,0.18,0.01,0.07,0.12,0.0,0.02,0.13,0.33,0.18,0.16,0.18,0.07,0.14,0.18,0.47,0.19
xmoto.csv,0.69,0.56,0.45,0.4,0.39,0.9,0.36,0.51,0.33,0.36,0.6,0.71,0.55,1.0,0.71,0.36,0.35,0.02,0.78,0.58
