,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.45,0.7,0.64,0.34,0.47,0.83,0.61,0.31,0.54,0.48,0.56,0.47,0.71,0.62,0.3,0.2,0.21,0.0
boost-sandbox.csv,0.64,0.5,0.2,0.48,0.44,0.6,0.41,0.25,0.11,0.62,0.47,0.48,0.51,0.39,0.62,0.53,0.38,0.17
clamav.csv,0.67,0.35,0.34,0.64,0.66,0.75,0.69,0.25,0.52,0.19,0.49,0.38,0.72,0.65,0.65,0.48,0.51,0.52
co-ode-owl-plugins.csv,0.48,0.5,0.68,0.48,0.29,0.39,0.54,0.75,0.27,0.51,0.12,0.47,0.35,0.31,0.48,0.71,0.71,0.38
etherboot.csv,0.0,0.17,0.0,0.22,0.04,0.0,0.0,0.07,0.57,0.0,0.6,0.0,0.0,0.0,0.0,0.13,0.0,0.0
freebios.csv,0.5,0.48,0.57,0.36,0.43,0.33,0.28,0.67,0.46,0.52,0.37,0.78,0.4,0.46,0.46,0.55,0.42,0.48
frogatto.csv,0.43,0.57,0.29,0.69,0.74,0.61,0.63,0.33,0.61,0.48,0.38,0.41,0.65,0.51,0.05,0.69,0.55,0.8
glelite.csv,0.26,0.4,0.0,0.68,0.58,0.13,0.13,0.31,0.3,0.45,0.73,0.39,0.0,0.05,0.09,0.5,0.2,0.98
jasperreports.csv,0.56,0.17,0.45,0.37,0.57,0.64,0.24,0.11,0.64,0.67,0.0,0.47,0.29,0.45,0.95,0.35,0.18,0.0
konversation.csv,0.3,0.54,0.37,0.41,0.44,0.28,0.76,0.48,0.48,0.38,0.27,0.23,0.12,0.42,0.7,0.36,0.18,0.22
miranda-icq.csv,0.57,0.55,0.0,0.6,0.5,0.0,0.76,0.13,0.55,0.6,0.52,0.35,0.4,0.62,0.85,0.47,0.37,0.29
olap-navigator.csv,0.31,0.86,0.37,0.6,0.6,0.26,0.72,0.0,0.56,0.63,0.43,0.45,0.29,0.29,0.89,0.47,0.29,0.4
pclasses.csv,0.82,0.43,0.0,0.4,0.48,0.0,0.47,0.48,0.0,0.21,0.52,0.07,0.53,0.0,0.3,0.13,0.39,0.04
plato.csv,0.17,0.4,0.0,0.24,0.05,0.0,0.05,0.39,0.0,0.0,0.87,0.0,0.0,0.0,0.09,0.0,0.0,0.71
re2c.csv,0.21,0.41,1.0,0.48,0.33,0.33,0.1,0.7,0.27,0.27,0.24,0.47,0.29,0.34,0.05,0.57,0.7,0.4
rebecca-aiml.csv,0.0,0.43,0.77,0.44,0.67,0.18,0.6,0.41,0.47,0.4,0.68,0.28,0.29,0.5,0.62,0.71,0.82,0.57
tzod.csv,0.21,0.28,0.0,0.64,0.23,0.37,0.2,0.13,0.21,0.31,0.14,0.24,0.49,0.37,0.62,0.43,0.26,0.07
wxcrp.csv,0.62,0.51,0.0,0.54,0.64,0.59,0.65,0.43,0.0,0.13,0.75,0.23,0.67,0.41,0.13,0.59,0.19,0.0
