,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.87,0.69,0.89,0.67,0.67,0.83,0.5
foursquared.csv,0.8,0.88,0.92,0.5,0.0,0.73,0.88
ifmo-game-1.csv,0.64,0.8,0.87,0.92,0.81,0.54,0.79
jmule.csv,0.51,0.54,0.43,0.31,0.46,0.39,0.46
micomt.csv,0.49,0.83,0.36,0.32,0.89,0.39,0.37
voms.csv,0.58,0.78,0.3,0.48,0.89,0.43,0.0
