,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.17,0.15,0.09,0.0,0.02,0.2,0.0
foursquared.csv,0.16,0.11,0.16,0.17,0.0,0.22,0.03
ifmo-game-1.csv,0.25,0.08,0.21,0.15,0.22,0.33,0.24
jmule.csv,0.62,0.32,0.57,0.76,0.85,0.54,0.17
micomt.csv,0.82,0.56,0.78,0.98,0.15,0.91,0.83
voms.csv,0.42,0.15,0.9,0.26,0.05,0.79,0.0
