,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.3,0.36,0.01,0.38,0.23
nabu-library.csv,0.78,0.6,0.85,0.63,0.0
pcgen.csv,0.35,0.0,0.54,0.22,0.74
selenium.csv,0.04,0.42,0.7,0.49,0.14
tolven.csv,0.11,0.19,0.23,0.02,0.05
