,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.49,0.42,0.4,0.4,0.41,0.5,0.44,0.4,0.57,0.57,0.48,0.35,0.37,0.34,0.42,0.52
biodwh.csv,0.83,0.72,0.5,0.98,0.86,0.75,0.57,0.79,0.9,0.81,0.8,0.86,0.46,0.57,0.54,0.52
bloodycore.csv,0.4,0.72,0.51,0.75,0.66,0.0,0.88,0.99,0.89,0.65,0.88,0.89,0.75,0.92,0.92,0.79
blue-c.csv,0.56,0.47,0.4,0.63,0.49,0.45,0.63,0.5,0.51,0.86,0.49,0.45,0.45,0.59,0.47,0.51
etics.csv,0.7,0.81,0.53,0.75,0.86,0.75,0.48,0.48,0.84,0.88,0.66,0.8,0.43,0.4,0.89,0.44
flexpay.csv,0.99,0.53,0.8,0.47,0.4,0.59,0.43,0.64,0.83,0.73,0.55,0.33,0.74,0.41,0.71,0.48
flylegacy.csv,0.76,0.43,0.5,0.48,0.41,0.42,0.45,0.46,0.43,0.62,0.44,0.38,0.4,0.52,0.42,0.59
ftm.csv,0.53,0.62,0.6,0.8,0.5,0.42,0.83,0.98,0.57,0.97,0.6,0.37,0.53,0.83,0.43,0.53
gzigzag.csv,0.74,0.43,0.6,0.52,0.5,0.67,0.37,0.35,0.58,0.75,0.5,0.88,0.42,0.31,0.34,0.37
img-browse-sort.csv,0.54,0.45,0.56,0.53,0.47,0.52,0.84,0.48,0.57,0.79,0.49,0.52,0.44,0.48,0.51,0.42
jcache.csv,0.41,0.35,0.41,0.45,0.38,0.43,0.42,0.55,0.47,0.6,0.42,0.32,0.37,0.4,0.72,0.42
jguard.csv,0.83,0.5,0.69,0.46,0.46,0.8,0.6,0.43,0.59,0.6,0.62,0.38,0.57,0.5,0.45,0.5
ppcboot.csv,0.41,0.35,0.41,0.36,0.38,0.42,0.41,0.38,0.49,0.84,0.39,0.31,0.36,0.33,0.43,0.53
qdvdauthor.csv,0.42,0.64,0.4,0.71,0.7,0.88,0.82,0.71,0.85,0.6,0.54,0.9,0.44,0.85,0.55,0.59
reactos-mirror.csv,0.55,0.39,0.39,0.44,0.48,0.57,0.58,0.42,0.53,0.57,0.48,0.4,0.41,0.5,0.95,0.38
unbvision.csv,0.4,0.46,0.47,0.43,0.76,0.78,0.6,0.45,0.53,0.38,0.5,0.5,0.43,0.39,0.93,0.41
