,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.45,0.36,0.51,0.4,0.45,0.32,0.31,0.34,0.34,0.44,0.31,0.35,0.49,0.29,0.48
glelite.csv,0.41,0.35,0.44,0.42,0.46,0.3,0.29,0.35,0.34,0.36,0.37,0.36,0.49,0.31,0.43
hannosset.csv,0.5,0.8,0.67,0.5,0.92,0.0,0.0,0.83,0.89,0.94,0.83,0.0,0.75,0.0,0.0
ipfilter.csv,0.46,0.59,0.65,0.47,0.57,0.34,0.4,0.42,0.45,0.51,0.84,0.43,0.66,0.44,0.5
moving-pictures.csv,0.53,0.44,0.51,0.67,0.59,0.34,0.52,0.53,0.54,0.44,0.38,0.62,0.58,0.37,0.56
pclasses.csv,0.9,0.57,0.0,0.67,0.75,0.71,0.8,0.92,0.96,0.51,0.39,0.91,0.9,0.9,0.68
pfaedit.csv,0.8,0.8,0.75,0.58,0.54,0.37,0.89,0.48,0.44,0.93,0.29,0.75,0.67,0.4,0.83
qcad2.csv,0.67,0.69,0.55,0.8,0.61,0.35,0.67,0.64,0.67,0.93,0.64,0.54,0.62,0.46,0.92
rockbox.csv,0.5,0.46,0.44,0.61,0.49,0.36,0.4,0.42,0.48,0.55,0.41,0.52,0.58,0.38,0.47
roller.csv,0.67,0.76,0.45,0.45,0.49,0.93,0.33,0.5,0.44,0.96,0.57,0.47,0.8,0.39,0.86
theresa.csv,0.0,0.0,0.0,0.67,0.67,0.75,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.8,0.0
tzod.csv,0.87,0.58,0.77,0.88,0.53,0.63,0.92,0.87,0.94,0.88,0.38,0.72,0.64,0.38,0.86
xinity.csv,0.82,0.88,0.72,0.54,0.52,0.43,0.82,0.65,0.58,0.95,0.41,0.44,0.74,0.41,0.5
zabbix.csv,0.49,0.39,0.49,0.4,0.48,0.3,0.42,0.45,0.39,0.67,0.38,0.43,0.49,0.3,0.59
