,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.38,0.52,0.98,0.11,0.52,0.77,0.57,0.04,0.79,0.5,0.17,0.65,0.81,0.71,0.61
glelite.csv,0.31,0.54,0.69,0.11,0.5,0.76,0.65,0.03,0.74,0.57,0.15,0.84,1.0,0.75,0.56
hannosset.csv,0.15,0.06,0.14,0.0,0.1,0.0,0.07,0.0,0.14,0.04,1.0,0.04,0.05,0.05,0.1
ipfilter.csv,0.25,0.42,0.48,0.08,0.46,0.71,0.44,0.04,0.68,0.6,0.16,1.0,0.81,0.69,0.58
moving-pictures.csv,0.32,0.52,0.58,0.17,0.36,0.68,0.98,0.0,0.51,0.48,0.16,0.44,0.84,0.73,0.45
pclasses.csv,0.95,0.42,0.0,0.5,0.26,0.43,0.18,0.0,0.36,0.32,0.09,0.28,0.12,0.27,0.32
pfaedit.csv,0.25,0.52,0.18,0.09,0.59,0.98,0.38,0.0,0.58,0.35,0.19,0.34,0.33,0.54,0.4
qcad2.csv,0.14,0.45,0.6,0.09,0.98,0.68,0.35,0.0,0.45,0.2,0.12,0.73,0.82,0.51,0.19
rockbox.csv,0.29,0.48,0.59,0.0,0.54,0.71,0.51,0.06,0.6,0.42,0.26,0.52,0.48,0.63,1.0
roller.csv,0.12,0.18,0.69,0.15,0.59,0.26,0.57,0.05,1.0,0.39,0.19,0.71,0.37,0.55,0.23
theresa.csv,0.0,0.07,0.0,1.0,0.08,0.14,0.0,0.0,0.0,0.03,0.0,0.0,0.08,0.09,0.0
tzod.csv,0.31,0.98,0.41,0.55,0.51,0.45,0.3,0.0,0.28,0.14,0.13,0.34,0.62,0.54,0.08
xinity.csv,0.14,0.29,0.54,0.13,0.5,0.66,0.21,0.0,0.54,0.21,0.22,0.59,0.5,1.0,0.1
zabbix.csv,0.26,0.53,0.74,0.13,0.54,0.77,0.66,0.0,0.72,0.99,0.15,0.76,0.76,0.72,0.45
