,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.57,0.5,0.0,0.94,0.85,0.6,0.71,0.83,0.59,0.62,0.68,0.84,0.67,0.88,0.41
glelite.csv,0.89,0.85,0.93,1.0,1.0,0.97,0.97,0.95,1.0,1.0,1.0,0.95,0.0,0.96,0.94
hannosset.csv,0.02,0.08,0.0,0.04,0.09,0.0,0.0,0.1,0.06,0.32,0.0,0.0,0.0,0.0,0.0
ipfilter.csv,0.82,0.52,0.79,0.86,0.76,0.8,0.68,0.75,0.61,0.43,0.41,0.0,1.0,0.54,0.72
moving-pictures.csv,0.64,0.69,0.79,0.38,0.51,0.8,0.0,0.58,0.65,0.87,0.94,0.79,0.67,0.62,0.81
pclasses.csv,0.0,0.38,0.0,0.12,0.39,0.14,0.06,0.2,0.12,0.77,0.57,0.16,0.0,0.12,0.72
pfaedit.csv,0.05,0.08,0.0,0.36,0.25,0.0,0.06,0.36,0.18,0.01,0.62,0.11,0.0,0.42,0.03
qcad2.csv,0.04,0.29,0.59,0.38,0.0,0.46,0.32,0.37,0.08,0.06,0.38,0.42,0.67,0.35,0.31
rockbox.csv,0.34,0.48,0.41,0.36,0.39,0.51,0.61,0.51,0.41,0.26,0.51,0.42,0.0,0.62,0.0
roller.csv,0.34,0.5,0.86,0.7,0.53,0.14,0.87,0.59,0.0,0.1,0.48,0.37,0.33,0.58,0.12
theresa.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.12,0.0
tzod.csv,0.2,0.0,0.07,0.1,0.31,0.31,0.19,0.25,0.1,0.28,0.54,0.37,0.0,0.62,0.19
xinity.csv,0.27,0.06,0.07,0.52,0.6,0.37,0.23,0.34,0.22,0.1,0.49,0.21,0.0,0.0,0.03
zabbix.csv,0.77,0.83,0.45,0.8,0.61,0.91,0.42,0.68,0.78,0.0,0.99,0.68,0.0,1.0,0.69
