,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.24,0.43,1.0,0.06,0.36,0.69,0.48,0.02,0.7,0.41,0.1,0.65,0.98,0.6,0.52
glelite.csv,0.18,0.38,0.57,0.06,0.33,0.61,0.48,0.02,0.59,0.4,0.08,0.72,1.0,0.62,0.39
hannosset.csv,0.5,0.2,1.0,0.0,0.25,0.0,1.0,0.0,0.67,0.06,1.0,1.0,1.0,1.0,1.0
ipfilter.csv,0.15,0.36,0.47,0.04,0.33,0.62,0.4,0.02,0.64,0.52,0.1,1.0,0.97,0.67,0.42
moving-pictures.csv,0.2,0.39,0.53,0.1,0.3,0.6,1.0,0.0,0.53,0.36,0.08,0.53,0.98,0.67,0.33
pclasses.csv,1.0,0.4,0.0,0.33,0.25,0.76,0.6,0.0,0.75,0.26,0.05,0.73,1.0,0.7,0.26
pfaedit.csv,0.4,0.73,1.0,0.05,0.56,1.0,0.78,0.0,0.79,0.93,0.1,0.83,1.0,0.63,0.83
qcad2.csv,0.33,0.46,0.6,0.05,1.0,0.69,0.44,0.0,0.85,0.57,0.07,0.79,0.98,0.65,0.23
rockbox.csv,0.21,0.41,0.65,0.0,0.46,0.69,0.46,0.03,0.66,0.49,0.15,0.7,1.0,0.62,1.0
roller.csv,0.1,0.17,0.58,0.08,0.45,0.64,0.45,0.03,1.0,0.64,0.11,0.81,0.97,0.58,0.43
theresa.csv,0.0,1.0,0.0,1.0,0.67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4,0.0
tzod.csv,0.27,1.0,0.85,0.38,0.47,0.63,0.5,0.0,0.72,0.21,0.08,0.61,1.0,0.57,0.14
xinity.csv,0.12,0.62,0.89,0.07,0.38,0.72,0.36,0.0,0.74,0.47,0.13,0.84,1.0,1.0,0.5
zabbix.csv,0.16,0.38,0.71,0.07,0.4,0.63,0.61,0.0,0.62,1.0,0.08,0.73,1.0,0.59,0.35
